"tipo","numero","genero","nacionalidad","promedio","actividad"
"U",10570,"F","MEX",70.7,"Cultura"
"U",10571,"M","MEX",69.8,"Deportiva"
"U",10572,"F","MEX",77.4,"Deportiva"
"U",10573,"M","MEX",79,"Ninguna"
"U",10574,"F","MEX",74.6,"Ninguna"
"U",10575,"M","MEX",75.1,"Ninguna"
"U",10576,"O","MEX",82.4,"Ninguna"
"U",10577,"F","MEX",80.1,"Ninguna"
"U",10578,"M","EXT",83.9,"Cultura"
"P",10579,"F","EXT",76.5,"Cultura"
"U",10580,"O","EXT",82,"Ninguna"
"P",10581,"F","MEX",81.8,"Cultura"
"U",10582,"F","MEX",79.3,"Ninguna"
"U",10583,"F","MEX",84.1,"Cultura"
"U",10584,"F","MEX",69.4,"Deportiva"
"U",10585,"F","MEX",77.6,"Deportiva"
"U",10586,"M","MEX",80.7,"Cultura"
"U",10587,"O","MEX",71.4,"Ninguna"
"P",10588,"M","MEX",75,"Ninguna"
"U",10589,"M","MEX",83,"Deportiva"
"U",10590,"M","EXT",85.3,"Deportiva"
"U",10591,"M","MEX",73.2,"Ninguna"
"P",10592,"F","EXT",91.8,"Ninguna"
"P",10593,"M","MEX",83.3,"Ninguna"
"P",10594,"M","MEX",81.7,"Ninguna"
"U",10595,"M","MEX",80.7,"Cultura"
"U",10596,"F","MEX",75.6,"Ninguna"
"P",10597,"M","MEX",74.9,"Ninguna"
"U",10598,"M","MEX",89.9,"Ninguna"
"P",10599,"M","EXT",81.8,"Ninguna"
"P",10600,"F","MEX",86.2,"Deportiva"
"U",10601,"F","MEX",70.8,"Ninguna"
"U",10602,"F","MEX",77.6,"Cultura"
"U",10603,"F","MEX",75,"Ninguna"
"U",10604,"F","MEX",79.6,"Deportiva"
"U",10605,"F","MEX",78.6,"Ninguna"
"U",10606,"M","MEX",77.2,"Ninguna"
"U",10607,"F","MEX",78.8,"Ninguna"
"P",10608,"F","MEX",84.4,"Cultura"
"U",10609,"M","MEX",83.6,"Deportiva"
"U",10610,"M","MEX",75.6,"Ninguna"
"U",10611,"M","MEX",76.7,"Ninguna"
"P",10612,"F","MEX",81.9,"Cultura"
"P",10613,"F","EXT",75.8,"Ninguna"
"P",10614,"F","MEX",76.6,"Ninguna"
"P",10615,"M","MEX",81.7,"Cultura"
"P",10616,"M","MEX",80.4,"Deportiva"
"P",10617,"M","MEX",84.7,"Ninguna"
"U",10618,"F","MEX",83.7,"Deportiva"
"U",10619,"F","MEX",75.2,"Ninguna"
"U",10620,"O","MEX",78.2,"Ninguna"
"P",10621,"O","MEX",67.4,"Ninguna"
"P",10622,"F","MEX",77,"Ninguna"
"U",10623,"M","MEX",86.4,"Ninguna"
"U",10624,"F","MEX",79.4,"Cultura"
"U",10625,"F","EXT",73.3,"Cultura"
"P",10626,"M","EXT",76.8,"Ninguna"
"U",10627,"F","MEX",79.6,"Ninguna"
"U",10628,"M","EXT",80.8,"Ninguna"
"U",10629,"F","EXT",73.4,"Ninguna"
"U",10630,"F","MEX",75.3,"Ninguna"
"P",10631,"M","MEX",74.1,"Ninguna"
"P",10632,"F","MEX",79.4,"Deportiva"
"P",10633,"M","EXT",83.3,"Cultura"
"P",10634,"F","MEX",87.3,"Cultura"
"P",10635,"O","EXT",77.9,"Cultura"
"U",10636,"M","MEX",84.3,"Ninguna"
"P",10637,"M","MEX",80.3,"Deportiva"
"P",10638,"M","MEX",80.6,"Ninguna"
"P",10639,"M","MEX",76.6,"Ninguna"
"P",10640,"M","EXT",63.9,"Ninguna"
"U",10641,"M","EXT",74.8,"Cultura"
"U",10642,"M","EXT",82.3,"Deportiva"
"U",10643,"F","MEX",78.2,"Deportiva"
"P",10644,"M","MEX",80.5,"Cultura"
"U",10645,"F","MEX",78.3,"Cultura"
"P",10646,"O","MEX",69.6,"Deportiva"
"U",10647,"M","MEX",78.5,"Ninguna"
"U",10648,"O","MEX",78.2,"Ninguna"
"P",10649,"M","MEX",85.1,"Deportiva"
"P",10650,"M","MEX",74.4,"Ninguna"
"U",10651,"F","MEX",79,"Ninguna"
"U",10652,"M","MEX",82.5,"Cultura"
"U",10653,"F","EXT",78.3,"Ninguna"
"P",10654,"F","MEX",80.7,"Ninguna"
"P",10655,"M","MEX",76.8,"Ninguna"
"P",10656,"M","EXT",77.2,"Ninguna"
"U",10657,"F","MEX",80.5,"Ninguna"
"U",10658,"M","EXT",77.2,"Cultura"
"U",10659,"F","MEX",83.9,"Cultura"
"P",10660,"M","MEX",90.7,"Ninguna"
"U",10661,"F","MEX",87.4,"Deportiva"
"U",10662,"F","MEX",79.8,"Ninguna"
"P",10663,"M","MEX",70.1,"Cultura"
"P",10664,"M","MEX",81.7,"Cultura"
"P",10665,"M","MEX",83.3,"Deportiva"
"P",10666,"F","MEX",83,"Cultura"
"U",10667,"M","EXT",80,"Ninguna"
"U",10668,"F","EXT",76.4,"Cultura"
"U",10669,"O","EXT",80.6,"Deportiva"
"P",10670,"F","MEX",79.4,"Ninguna"
"U",10671,"M","MEX",77.6,"Ninguna"
"U",10672,"M","MEX",80.5,"Deportiva"
"P",10673,"O","MEX",89.6,"Ninguna"
"U",10674,"F","MEX",70.4,"Ninguna"
"P",10675,"F","MEX",80.8,"Ninguna"
"P",10676,"F","EXT",79.6,"Cultura"
"P",10677,"M","MEX",73.6,"Ninguna"
"U",10678,"F","MEX",81.5,"Deportiva"
"U",10679,"M","MEX",79.1,"Ninguna"
"P",10680,"F","MEX",81.2,"Deportiva"
"U",10681,"F","MEX",68.6,"Ninguna"
"P",10682,"F","MEX",80.5,"Ninguna"
"U",10683,"F","MEX",84.3,"Ninguna"
"U",10684,"O","EXT",82.6,"Ninguna"
"P",10685,"F","EXT",65.6,"Ninguna"
"P",10686,"O","MEX",74.2,"Cultura"
"U",10687,"F","MEX",78.5,"Deportiva"
"U",10688,"F","EXT",80.3,"Ninguna"
"P",10689,"M","MEX",78.9,"Cultura"
"P",10690,"M","MEX",78.9,"Ninguna"
"U",10691,"F","MEX",85.3,"Ninguna"
"P",10692,"M","MEX",83.1,"Ninguna"
"P",10693,"F","MEX",79.3,"Cultura"
"P",10694,"F","MEX",79.2,"Deportiva"
"U",10695,"M","MEX",84.7,"Ninguna"
"U",10696,"M","EXT",84.2,"Cultura"
"P",10697,"F","MEX",77.7,"Cultura"
"U",10698,"F","MEX",66.1,"Cultura"
"U",10699,"M","EXT",80.9,"Deportiva"
"U",10700,"F","MEX",76.2,"Deportiva"
"P",10701,"M","MEX",84.5,"Cultura"
"U",10702,"F","MEX",83.3,"Ninguna"
"U",10703,"M","MEX",78.6,"Deportiva"
"U",10704,"F","MEX",64.7,"Cultura"
"U",10705,"M","MEX",78.1,"Cultura"
"P",10706,"O","MEX",79.5,"Ninguna"
"U",10707,"F","MEX",72.8,"Ninguna"
"P",10708,"M","EXT",77.5,"Ninguna"
"P",10709,"M","EXT",79.5,"Cultura"
"U",10710,"F","MEX",82.9,"Cultura"
"U",10711,"M","MEX",80.6,"Ninguna"
"U",10712,"M","MEX",89.1,"Ninguna"
"U",10713,"F","EXT",74.8,"Ninguna"
"P",10714,"F","EXT",79.7,"Ninguna"
"P",10715,"F","MEX",71.1,"Cultura"
"U",10716,"F","MEX",75.6,"Deportiva"
"U",10717,"F","MEX",85.4,"Ninguna"
"P",10718,"F","MEX",82.6,"Deportiva"
"U",10719,"F","EXT",81.2,"Deportiva"
"U",10720,"M","MEX",78.3,"Ninguna"
"U",10721,"O","MEX",80.4,"Deportiva"
"U",10722,"F","EXT",86.1,"Ninguna"
"U",10723,"M","MEX",81.4,"Ninguna"
"U",10724,"F","MEX",75.2,"Ninguna"
"U",10725,"F","MEX",79.3,"Ninguna"
"P",10726,"M","MEX",85.6,"Deportiva"
"P",10727,"F","MEX",84.5,"Cultura"
"U",10728,"F","EXT",76.7,"Cultura"
"U",10729,"M","MEX",71.9,"Ninguna"
"P",10730,"F","MEX",74,"Ninguna"
"P",10731,"M","MEX",84.3,"Ninguna"
"U",10732,"M","MEX",73,"Ninguna"
"P",10733,"M","MEX",80.1,"Deportiva"
"U",10734,"F","MEX",89.3,"Cultura"
"P",10735,"O","MEX",78.7,"Ninguna"
"P",10736,"F","MEX",81.2,"Ninguna"
"U",10737,"M","MEX",79.8,"Cultura"
"U",10738,"M","MEX",82,"Ninguna"
"U",10739,"M","MEX",77.2,"Ninguna"
"U",10740,"F","MEX",80.4,"Ninguna"
"P",10741,"F","MEX",85.3,"Ninguna"
"P",10742,"F","EXT",84.9,"Deportiva"
"P",10743,"M","MEX",77.1,"Cultura"
"P",10744,"F","MEX",76.7,"Deportiva"
"U",10745,"O","MEX",84.4,"Ninguna"
"P",10746,"M","MEX",80.9,"Ninguna"
"U",10747,"F","MEX",79.8,"Deportiva"
"U",10748,"M","MEX",77.5,"Cultura"
"P",10749,"F","MEX",76.9,"Cultura"
"U",10750,"F","MEX",79.5,"Ninguna"
"U",10751,"M","MEX",84.1,"Deportiva"
"P",10752,"M","MEX",76.7,"Cultura"
"U",10753,"M","MEX",72.7,"Cultura"
"U",10754,"M","MEX",73.1,"Cultura"
"U",10755,"M","MEX",77.1,"Ninguna"
"U",10756,"M","MEX",88.4,"Ninguna"
"U",10757,"F","MEX",79.1,"Cultura"
"U",10758,"F","MEX",72.2,"Ninguna"
"U",10759,"M","MEX",75.2,"Ninguna"
"U",10760,"F","MEX",85,"Deportiva"
"U",10761,"M","MEX",71.9,"Ninguna"
"U",10762,"F","MEX",88.6,"Ninguna"
"P",10763,"M","MEX",82.3,"Ninguna"
"P",10764,"M","MEX",81.2,"Deportiva"
"U",10765,"F","MEX",85,"Ninguna"
"P",10766,"O","EXT",84.6,"Ninguna"
"U",10767,"F","MEX",75.9,"Cultura"
"U",10768,"F","MEX",78.8,"Cultura"
"U",10769,"M","MEX",74,"Deportiva"
"U",10770,"F","EXT",76.5,"Cultura"
"P",10771,"F","MEX",79.2,"Ninguna"
"U",10772,"M","MEX",77.2,"Ninguna"
"U",10773,"O","MEX",74.2,"Ninguna"
"U",10774,"M","MEX",73.7,"Ninguna"
"U",10775,"F","EXT",83.4,"Ninguna"
"P",10776,"F","MEX",73.9,"Ninguna"
"P",10777,"M","MEX",86,"Ninguna"
"U",10778,"F","MEX",88.1,"Deportiva"
"U",10779,"F","MEX",82.8,"Cultura"
"U",10780,"F","MEX",83.6,"Ninguna"
"U",10781,"M","EXT",83.3,"Cultura"
"U",10782,"M","MEX",77.2,"Deportiva"
"U",10783,"M","MEX",75.6,"Ninguna"
"U",10784,"M","EXT",75.4,"Ninguna"
"U",10785,"M","MEX",82.7,"Cultura"
"U",10786,"M","MEX",85.1,"Deportiva"
"U",10787,"M","MEX",81.7,"Cultura"
"U",10788,"O","MEX",72.2,"Ninguna"
"U",10789,"M","EXT",73.1,"Cultura"
"U",10790,"O","MEX",77.3,"Ninguna"
"P",10791,"O","MEX",76.1,"Ninguna"
"U",10792,"F","EXT",83.1,"Ninguna"
"P",10793,"M","MEX",76.5,"Ninguna"
"P",10794,"F","MEX",83,"Cultura"
"P",10795,"F","MEX",88.1,"Ninguna"
"U",10796,"M","MEX",78.3,"Ninguna"
"U",10797,"F","MEX",78.2,"Cultura"
"P",10798,"M","EXT",69.9,"Ninguna"
"P",10799,"M","MEX",74.8,"Ninguna"
"P",10800,"M","MEX",81.5,"Cultura"
"U",10801,"F","MEX",88,"Deportiva"
"U",10802,"F","MEX",76.8,"Ninguna"
"U",10803,"F","MEX",71.5,"Ninguna"
"U",10804,"M","MEX",78.4,"Deportiva"
"P",10805,"M","MEX",79.7,"Ninguna"
"U",10806,"F","MEX",83.3,"Cultura"
"P",10807,"M","MEX",85.5,"Ninguna"
"U",10808,"M","EXT",78.3,"Cultura"
"U",10809,"F","MEX",81.6,"Cultura"
"P",10810,"M","MEX",79.2,"Ninguna"
"P",10811,"F","MEX",87.4,"Ninguna"
"U",10812,"M","MEX",77.8,"Cultura"
"P",10813,"F","MEX",86.1,"Deportiva"
"U",10814,"M","MEX",75.1,"Ninguna"
"P",10815,"F","MEX",75.3,"Ninguna"
"U",10816,"M","EXT",91.2,"Ninguna"
"U",10817,"M","MEX",86.9,"Ninguna"
"U",10818,"F","MEX",77.5,"Ninguna"
"P",10819,"F","MEX",80.6,"Ninguna"
"U",10820,"F","MEX",79.4,"Cultura"
"U",10821,"F","EXT",76.5,"Cultura"
"U",10822,"O","MEX",83.2,"Cultura"
"U",10823,"O","EXT",78.7,"Ninguna"
"P",10824,"F","EXT",76.8,"Ninguna"
"P",10825,"M","MEX",87.5,"Ninguna"
"U",10826,"M","MEX",77.1,"Deportiva"
"P",10827,"M","MEX",91.3,"Deportiva"
"P",10828,"O","MEX",83.6,"Deportiva"
"P",10829,"F","EXT",78.6,"Cultura"
"U",10830,"M","MEX",74.1,"Ninguna"
"U",10831,"F","MEX",82.1,"Ninguna"
"U",10832,"F","MEX",77.2,"Ninguna"
"U",10833,"F","EXT",76.8,"Ninguna"
"P",10834,"M","MEX",80.8,"Cultura"
"P",10835,"F","MEX",78.6,"Cultura"
"U",10836,"F","EXT",75.1,"Ninguna"
"P",10837,"F","MEX",68,"Ninguna"
"U",10838,"F","MEX",92.7,"Deportiva"
"P",10839,"F","EXT",73.6,"Ninguna"
"P",10840,"M","MEX",77.4,"Deportiva"
"U",10841,"M","MEX",77,"Deportiva"
"U",10842,"M","MEX",83,"Deportiva"
"P",10843,"F","MEX",85.1,"Ninguna"
"U",10844,"M","MEX",76.6,"Deportiva"
"U",10845,"M","MEX",78,"Cultura"
"U",10846,"F","MEX",73.8,"Ninguna"
"P",10847,"M","MEX",87,"Ninguna"
"P",10848,"O","MEX",75.2,"Cultura"
"U",10849,"M","MEX",80.1,"Ninguna"
"U",10850,"F","MEX",77.4,"Ninguna"
"U",10851,"M","MEX",81,"Deportiva"
"U",10852,"O","MEX",74.1,"Ninguna"
"U",10853,"M","MEX",89.6,"Ninguna"
"P",10854,"F","MEX",78.6,"Ninguna"
"U",10855,"M","MEX",84.6,"Ninguna"
"P",10856,"F","MEX",81.1,"Ninguna"
"U",10857,"M","MEX",77.2,"Ninguna"
"U",10858,"F","MEX",80.2,"Ninguna"
"U",10859,"M","MEX",78,"Ninguna"
"U",10860,"F","MEX",76.1,"Cultura"
"U",10861,"M","MEX",84.1,"Cultura"
"U",10862,"F","MEX",71.1,"Cultura"
"U",10863,"O","MEX",69.4,"Deportiva"
"U",10864,"F","MEX",74.5,"Cultura"
"U",10865,"F","MEX",77.2,"Ninguna"
"U",10866,"F","EXT",86.1,"Cultura"
"P",10867,"F","MEX",86.5,"Deportiva"
"P",10868,"F","EXT",72.1,"Ninguna"
"P",10869,"M","MEX",78.3,"Ninguna"
"U",10870,"M","MEX",82.3,"Cultura"
"U",10871,"F","MEX",92.6,"Deportiva"
"P",10872,"F","MEX",76,"Cultura"
"U",10873,"M","EXT",70.2,"Ninguna"
"U",10874,"F","MEX",79.3,"Ninguna"
"P",10875,"O","MEX",80.9,"Cultura"
"U",10876,"M","MEX",77,"Cultura"
"P",10877,"M","MEX",76.1,"Ninguna"
"P",10878,"M","MEX",78.4,"Ninguna"
"U",10879,"O","MEX",75.9,"Cultura"
"P",10880,"M","MEX",73.9,"Ninguna"
"U",10881,"M","MEX",76.6,"Deportiva"
"U",10882,"M","MEX",79.4,"Cultura"
"U",10883,"F","MEX",68.4,"Ninguna"
"P",10884,"F","MEX",91.1,"Deportiva"
"U",10885,"M","EXT",89.8,"Ninguna"
"P",10886,"M","MEX",81.3,"Cultura"
"U",10887,"M","MEX",79.9,"Cultura"
"P",10888,"F","MEX",79.2,"Ninguna"
"U",10889,"M","MEX",82.3,"Ninguna"
"P",10890,"M","MEX",79.3,"Cultura"
"P",10891,"M","MEX",79.9,"Ninguna"
"U",10892,"M","MEX",71.5,"Ninguna"
"P",10893,"F","EXT",89.4,"Cultura"
"U",10894,"O","MEX",74.4,"Cultura"
"P",10895,"F","EXT",85.9,"Cultura"
"U",10896,"M","MEX",81,"Ninguna"
"U",10897,"M","MEX",74.2,"Cultura"
"U",10898,"F","EXT",79,"Cultura"
"U",10899,"F","EXT",88.7,"Ninguna"
"U",10900,"O","MEX",73.5,"Cultura"
"P",10901,"F","MEX",82.4,"Ninguna"
"U",10902,"M","MEX",81,"Ninguna"
"P",10903,"M","MEX",79.4,"Deportiva"
"U",10904,"M","MEX",79.6,"Cultura"
"U",10905,"F","MEX",75.4,"Ninguna"
"P",10906,"F","MEX",77.6,"Ninguna"
"U",10907,"F","MEX",71.1,"Deportiva"
"U",10908,"M","MEX",80.3,"Ninguna"
"P",10909,"M","MEX",78.1,"Cultura"
"P",10910,"F","MEX",84.3,"Deportiva"
"P",10911,"F","MEX",82.4,"Ninguna"
"U",10912,"F","MEX",83.1,"Ninguna"
"P",10913,"M","MEX",75.6,"Cultura"
"U",10914,"O","MEX",73.4,"Ninguna"
"U",10915,"F","MEX",75.9,"Deportiva"
"U",10916,"M","MEX",83.5,"Ninguna"
"U",10917,"F","MEX",77.8,"Ninguna"
"U",10918,"O","MEX",75,"Cultura"
"U",10919,"M","MEX",78.5,"Ninguna"
"P",10920,"F","EXT",84.9,"Ninguna"
"P",10921,"F","EXT",74.9,"Deportiva"
"P",10922,"F","MEX",79,"Ninguna"
"U",10923,"O","MEX",78.3,"Ninguna"
"U",10924,"F","EXT",82,"Cultura"
"U",10925,"M","MEX",78.6,"Ninguna"
"U",10926,"M","MEX",81.5,"Ninguna"
"U",10927,"M","MEX",85.9,"Ninguna"
"P",10928,"F","MEX",73.8,"Ninguna"
"P",10929,"M","EXT",80.8,"Deportiva"
"U",10930,"F","MEX",79.1,"Cultura"
"U",10931,"O","MEX",93.3,"Cultura"
"U",10932,"F","EXT",76,"Cultura"
"U",10933,"F","MEX",83.4,"Deportiva"
"P",10934,"F","MEX",75.8,"Ninguna"
"P",10935,"M","MEX",81.1,"Cultura"
"U",10936,"F","MEX",77.5,"Cultura"
"P",10937,"M","EXT",76,"Cultura"
"P",10938,"O","EXT",74.1,"Ninguna"
"P",10939,"O","MEX",69.9,"Ninguna"
"U",10940,"O","MEX",79.7,"Ninguna"
"U",10941,"F","MEX",76.5,"Cultura"
"P",10942,"M","MEX",74.2,"Ninguna"
"U",10943,"F","MEX",75.3,"Cultura"
"P",10944,"M","MEX",79.5,"Ninguna"
"U",10945,"O","MEX",83.3,"Ninguna"
"U",10946,"M","MEX",77.1,"Ninguna"
"P",10947,"M","MEX",83.4,"Ninguna"
"P",10948,"F","EXT",78.4,"Cultura"
"U",10949,"O","EXT",78.9,"Ninguna"
"U",10950,"F","MEX",72.3,"Cultura"
"U",10951,"F","MEX",76.7,"Cultura"
"P",10952,"O","MEX",79.4,"Cultura"
"U",10953,"F","MEX",77.3,"Cultura"
"U",10954,"F","MEX",81.8,"Ninguna"
"P",10955,"F","MEX",79.3,"Deportiva"
"U",10956,"M","MEX",84.4,"Deportiva"
"P",10957,"F","EXT",73.6,"Ninguna"
"U",10958,"M","MEX",71.7,"Ninguna"
"U",10959,"M","EXT",76.8,"Deportiva"
"U",10960,"M","MEX",76,"Ninguna"
"P",10961,"M","MEX",74.1,"Ninguna"
"P",10962,"F","MEX",75.5,"Ninguna"
"U",10963,"F","EXT",67.8,"Ninguna"
"U",10964,"M","EXT",87,"Ninguna"
"U",10965,"F","MEX",81.7,"Ninguna"
"P",10966,"O","EXT",83.1,"Ninguna"
"P",10967,"M","MEX",87.2,"Deportiva"
"P",10968,"M","MEX",83.3,"Deportiva"
"U",10969,"F","MEX",78.6,"Deportiva"
"U",10970,"F","MEX",77.5,"Ninguna"
"U",10971,"F","MEX",77.5,"Ninguna"
"P",10972,"F","MEX",84.7,"Ninguna"
"P",10973,"M","MEX",92.9,"Cultura"
"P",10974,"F","MEX",85.6,"Ninguna"
"U",10975,"F","MEX",75.4,"Ninguna"
"U",10976,"O","MEX",78.4,"Ninguna"
"P",10977,"M","MEX",75.4,"Ninguna"
"P",10978,"M","MEX",77.5,"Deportiva"
"P",10979,"M","MEX",77.4,"Ninguna"
"P",10980,"M","MEX",77.1,"Cultura"
"U",10981,"F","EXT",79.9,"Ninguna"
"P",10982,"M","EXT",84.9,"Deportiva"
"U",10983,"M","MEX",71.8,"Deportiva"
"U",10984,"M","EXT",78.4,"Deportiva"
"U",10985,"F","MEX",81.2,"Ninguna"
"U",10986,"M","MEX",76.2,"Cultura"
"P",10987,"O","MEX",75.3,"Ninguna"
"U",10988,"M","MEX",78.9,"Ninguna"
"P",10989,"F","MEX",83.5,"Ninguna"
"U",10990,"M","MEX",73.3,"Cultura"
"U",10991,"F","MEX",87.4,"Cultura"
"U",10992,"M","EXT",76.2,"Ninguna"
"P",10993,"F","MEX",77.1,"Deportiva"
"U",10994,"F","MEX",77.9,"Cultura"
"U",10995,"F","MEX",77,"Deportiva"
"U",10996,"F","MEX",73.3,"Ninguna"
"P",10997,"M","MEX",63.1,"Ninguna"
"U",10998,"M","MEX",81.8,"Ninguna"
"U",10999,"M","MEX",81.3,"Ninguna"
"U",11000,"F","MEX",80.3,"Deportiva"
"P",11001,"M","MEX",79.6,"Cultura"
"U",11002,"M","MEX",77.7,"Ninguna"
"U",11003,"M","MEX",76.8,"Deportiva"
"U",11004,"M","MEX",84.5,"Ninguna"
"P",11005,"F","MEX",74.2,"Cultura"
"U",11006,"F","MEX",82.9,"Ninguna"
"P",11007,"O","MEX",78.1,"Ninguna"
"U",11008,"F","MEX",75.4,"Ninguna"
"U",11009,"O","MEX",79.2,"Cultura"
"P",11010,"O","EXT",77.9,"Ninguna"
"U",11011,"M","MEX",82.8,"Deportiva"
"P",11012,"F","EXT",88.5,"Deportiva"
"U",11013,"F","MEX",80.7,"Cultura"
"P",11014,"M","MEX",78.9,"Ninguna"
"U",11015,"O","MEX",85.6,"Cultura"
"P",11016,"F","MEX",90.8,"Cultura"
"U",11017,"F","EXT",81.3,"Deportiva"
"U",11018,"F","MEX",83.2,"Deportiva"
"U",11019,"O","EXT",77.3,"Cultura"
"U",11020,"O","MEX",77,"Deportiva"
"P",11021,"M","MEX",72.6,"Cultura"
"U",11022,"M","EXT",84.4,"Ninguna"
"U",11023,"M","MEX",87.8,"Cultura"
"U",11024,"M","EXT",82.3,"Ninguna"
"P",11025,"M","EXT",72.6,"Deportiva"
"U",11026,"F","EXT",79.2,"Deportiva"
"U",11027,"M","MEX",76.6,"Ninguna"
"U",11028,"F","EXT",78.3,"Cultura"
"U",11029,"O","EXT",81.4,"Cultura"
"U",11030,"F","EXT",85.6,"Ninguna"
"P",11031,"F","MEX",77.7,"Ninguna"
"U",11032,"M","EXT",78.8,"Cultura"
"U",11033,"M","MEX",78.2,"Ninguna"
"U",11034,"M","MEX",77.4,"Ninguna"
"U",11035,"O","EXT",88.8,"Cultura"
"U",11036,"M","MEX",78.3,"Ninguna"
"P",11037,"M","MEX",75.1,"Ninguna"
"P",11038,"F","MEX",80.9,"Deportiva"
"U",11039,"F","MEX",78.8,"Deportiva"
"P",11040,"F","MEX",79.1,"Cultura"
"U",11041,"F","MEX",82.6,"Ninguna"
"P",11042,"M","MEX",79.4,"Ninguna"
"U",11043,"F","EXT",95.5,"Ninguna"
"U",11044,"F","MEX",78.4,"Ninguna"
"U",11045,"F","EXT",85.1,"Ninguna"
"U",11046,"M","MEX",78.4,"Ninguna"
"P",11047,"M","MEX",87.4,"Deportiva"
"U",11048,"M","EXT",84.1,"Cultura"
"U",11049,"M","MEX",68.9,"Ninguna"
"P",11050,"F","MEX",68.2,"Ninguna"
"U",11051,"F","MEX",85.1,"Cultura"
"P",11052,"F","MEX",83.7,"Ninguna"
"U",11053,"M","MEX",79.5,"Ninguna"
"U",11054,"F","MEX",75.2,"Cultura"
"P",11055,"M","EXT",72.1,"Ninguna"
"U",11056,"F","MEX",76.4,"Ninguna"
"P",11057,"F","EXT",85.2,"Ninguna"
"U",11058,"M","MEX",74.8,"Ninguna"
"U",11059,"F","MEX",82.3,"Cultura"
"U",11060,"M","MEX",84,"Cultura"
"P",11061,"F","MEX",77.6,"Ninguna"
"P",11062,"M","MEX",78.4,"Ninguna"
"U",11063,"M","MEX",78,"Ninguna"
"P",11064,"F","MEX",84.7,"Ninguna"
"U",11065,"M","MEX",71,"Deportiva"
"U",11066,"M","EXT",79.3,"Cultura"
"P",11067,"F","MEX",78.8,"Ninguna"
"U",11068,"M","MEX",73,"Ninguna"
"U",11069,"O","MEX",82.7,"Cultura"
"U",11070,"F","MEX",82.8,"Ninguna"
"U",11071,"F","EXT",71.5,"Cultura"
"U",11072,"M","MEX",80.1,"Deportiva"
"U",11073,"O","EXT",74.4,"Ninguna"
"U",11074,"F","MEX",80.3,"Deportiva"
"U",11075,"F","MEX",83.3,"Cultura"
"U",11076,"F","MEX",80.5,"Ninguna"
"P",11077,"F","MEX",77.5,"Ninguna"
"U",11078,"M","MEX",80.5,"Ninguna"
"U",11079,"M","EXT",83.9,"Ninguna"
"U",11080,"F","MEX",77.3,"Deportiva"
"U",11081,"M","MEX",82.5,"Cultura"
"U",11082,"F","MEX",81.7,"Deportiva"
"P",11083,"M","MEX",78.7,"Cultura"
"U",11084,"M","EXT",87.4,"Ninguna"
"P",11085,"F","EXT",79.2,"Cultura"
"U",11086,"M","MEX",85,"Ninguna"
"U",11087,"F","MEX",80.3,"Deportiva"
"P",11088,"F","MEX",79.7,"Ninguna"
"P",11089,"M","MEX",83.6,"Deportiva"
"U",11090,"M","MEX",78.1,"Cultura"
"U",11091,"M","MEX",76.3,"Ninguna"
"P",11092,"M","EXT",73.9,"Ninguna"
"P",11093,"F","MEX",85.2,"Cultura"
"U",11094,"M","MEX",85.8,"Cultura"
"P",11095,"M","MEX",76.8,"Ninguna"
"U",11096,"M","MEX",81.7,"Ninguna"
"U",11097,"F","EXT",76.2,"Deportiva"
"P",11098,"O","MEX",84.3,"Cultura"
"U",11099,"M","MEX",77.6,"Ninguna"
"U",11100,"F","MEX",79.2,"Ninguna"
"U",11101,"F","MEX",73.9,"Ninguna"
"U",11102,"F","MEX",87.3,"Ninguna"
"U",11103,"M","MEX",87.7,"Ninguna"
"U",11104,"M","MEX",78.2,"Ninguna"
"U",11105,"F","MEX",82.8,"Ninguna"
"U",11106,"M","MEX",82.2,"Cultura"
"U",11107,"F","MEX",84.6,"Ninguna"
"U",11108,"M","MEX",81.5,"Cultura"
"P",11109,"F","EXT",84.1,"Ninguna"
"U",11110,"F","MEX",82.9,"Ninguna"
"U",11111,"O","MEX",82.1,"Ninguna"
"P",11112,"O","MEX",83.2,"Cultura"
"U",11113,"O","MEX",73.8,"Cultura"
"U",11114,"F","MEX",84.5,"Deportiva"
"P",11115,"O","EXT",83.4,"Cultura"
"U",11116,"M","MEX",81,"Ninguna"
"U",11117,"F","MEX",77.4,"Ninguna"
"U",11118,"O","MEX",80.4,"Cultura"
"P",11119,"M","MEX",79.6,"Ninguna"
"P",11120,"F","EXT",88,"Cultura"
"U",11121,"F","MEX",75.7,"Cultura"
"U",11122,"F","MEX",87,"Cultura"
"U",11123,"M","MEX",88,"Ninguna"
"U",11124,"M","MEX",85.3,"Deportiva"
"U",11125,"F","MEX",83.2,"Ninguna"
"U",11126,"F","MEX",71.5,"Ninguna"
"P",11127,"M","MEX",85,"Cultura"
"U",11128,"M","MEX",80.4,"Deportiva"
"U",11129,"M","MEX",88.2,"Deportiva"
"U",11130,"M","MEX",77.3,"Deportiva"
"P",11131,"M","MEX",84.6,"Deportiva"
"P",11132,"F","MEX",77.9,"Deportiva"
"P",11133,"M","MEX",75.3,"Cultura"
"P",11134,"F","MEX",82.1,"Cultura"
"P",11135,"M","EXT",84.4,"Ninguna"
"U",11136,"F","MEX",73.4,"Ninguna"
"P",11137,"F","MEX",75.1,"Ninguna"
"P",11138,"F","MEX",88.3,"Ninguna"
