generacion,tipo,numero,genero,nacionalidad,promedio,actividad,materias,altura,peso
2020,U,10443,M,EXT,77,Ninguna,6,NA,NA
2020,U,10444,F,EXT,73.2,Cultura,5,NA,NA
2020,P,10445,F,EXT,77.6,Ninguna,7,NA,NA
2020,U,10446,F,MEX,84.3,Deportiva,6,NA,NA
2020,U,10447,F,MEX,81.8,Deportiva,6,NA,NA
2020,P,10448,M,MEX,72.3,Ninguna,6,NA,NA
2020,U,10449,F,MEX,76.2,Ninguna,6,NA,NA
2020,U,10450,F,MEX,81.8,Cultura,5,NA,NA
2020,P,10451,M,MEX,83.5,Ninguna,6,NA,NA
2020,U,10452,F,MEX,79.6,Cultura,5,NA,NA
2020,U,10453,F,MEX,74.6,Cultura,6,NA,NA
2020,U,10454,F,EXT,80.4,Ninguna,6,NA,NA
2020,P,10455,F,MEX,70,Ninguna,6,NA,NA
2020,U,10456,O,EXT,84.3,Ninguna,6,NA,NA
2020,U,10457,M,EXT,83.4,Ninguna,5,NA,NA
2020,P,10458,M,MEX,85.2,Ninguna,6,NA,NA
2020,U,10459,M,MEX,81.8,Cultura,6,NA,NA
2020,P,10460,M,MEX,77.1,Ninguna,5,NA,NA
2020,U,10461,F,MEX,84.7,Ninguna,6,NA,NA
2020,U,10462,M,MEX,84.2,Deportiva,5,NA,NA
2020,P,10463,M,EXT,76.3,Cultura,6,NA,NA
2020,U,10464,M,MEX,88.8,Ninguna,7,NA,NA
2020,U,10465,F,MEX,78.2,Ninguna,6,NA,NA
2020,U,10466,M,EXT,78.6,Deportiva,5,NA,NA
2020,U,10467,F,MEX,81.1,Ninguna,6,NA,NA
2020,U,10468,O,MEX,79.1,Ninguna,6,NA,NA
2020,U,10469,F,MEX,78.6,Deportiva,7,NA,NA
2020,U,10470,M,EXT,75.3,Ninguna,6,NA,NA
2020,P,10471,F,MEX,85,Cultura,5,NA,NA
2020,P,10472,M,MEX,76.7,Ninguna,6,NA,NA
2020,U,10473,F,MEX,81.3,Ninguna,5,NA,NA
2020,U,10474,F,MEX,88,Cultura,6,NA,NA
2020,P,10475,M,MEX,80,Cultura,7,NA,NA
2020,P,10476,M,MEX,79.6,Ninguna,6,NA,NA
2020,U,10477,M,MEX,77.5,Ninguna,7,NA,NA
2020,U,10478,M,MEX,74.6,Cultura,5,NA,NA
2020,U,10479,M,MEX,76.4,Cultura,6,NA,NA
2020,U,10480,M,MEX,68.6,Cultura,6,NA,NA
2020,U,10481,O,MEX,81.3,Cultura,6,NA,NA
2020,U,10482,F,MEX,80.1,Cultura,5,NA,NA
2020,U,10483,F,MEX,79.4,Ninguna,7,NA,NA
2020,P,10484,M,EXT,79,Ninguna,5,NA,NA
2020,P,10485,F,MEX,83,Ninguna,7,NA,NA
2020,P,10486,M,MEX,82,Cultura,6,NA,NA
2020,U,10487,M,MEX,73.5,Deportiva,5,NA,NA
2020,P,10488,F,MEX,86.4,Cultura,6,NA,NA
2020,P,10489,M,MEX,73.4,Deportiva,6,NA,NA
2020,U,10490,M,EXT,83.3,Cultura,6,NA,NA
2020,U,10491,M,MEX,75.3,Cultura,6,NA,NA
2020,P,10492,F,MEX,88.3,Ninguna,6,NA,NA
2020,P,10493,O,MEX,79.6,Ninguna,7,NA,NA
2020,P,10494,F,MEX,87.1,Deportiva,6,NA,NA
2020,U,10495,M,MEX,84.5,Deportiva,6,NA,NA
2020,P,10496,F,EXT,83.4,Ninguna,6,NA,NA
2020,U,10497,M,MEX,83.9,Deportiva,6,NA,NA
2020,P,10498,F,MEX,76.8,Deportiva,7,NA,NA
2020,U,10499,F,MEX,83.9,Ninguna,6,NA,NA
2020,U,10500,F,MEX,77.6,Cultura,5,NA,NA
2020,U,10501,F,MEX,80.1,Ninguna,7,NA,NA
2020,U,10502,M,EXT,82.8,Cultura,6,NA,NA
2020,U,10503,M,MEX,76.9,Cultura,7,NA,NA
2020,U,10504,F,MEX,79.6,Ninguna,7,NA,NA
2020,U,10505,F,MEX,79.6,Ninguna,6,NA,NA
2020,P,10506,F,MEX,80.8,Cultura,5,NA,NA
2020,P,10507,M,EXT,81.3,Deportiva,5,NA,NA
2020,P,10508,F,MEX,81.2,Deportiva,7,NA,NA
2020,P,10509,F,MEX,74.6,Cultura,5,NA,NA
2020,P,10510,F,MEX,81.9,Deportiva,5,NA,NA
2020,U,10511,F,MEX,79.5,Deportiva,5,NA,NA
2020,U,10512,O,EXT,83,Ninguna,5,NA,NA
2020,P,10513,F,MEX,80.3,Deportiva,5,NA,NA
2020,P,10514,M,MEX,71.8,Deportiva,6,NA,NA
2020,U,10515,M,MEX,79,Cultura,6,NA,NA
2020,P,10516,F,MEX,84.4,Ninguna,6,NA,NA
2020,U,10517,F,EXT,80.4,Deportiva,6,NA,NA
2020,U,10518,F,MEX,80.4,Ninguna,6,NA,NA
2020,U,10519,F,MEX,81.6,Cultura,5,NA,NA
2020,U,10520,F,MEX,83.3,Ninguna,6,NA,NA
2020,P,10521,M,MEX,79.1,Deportiva,6,NA,NA
2020,U,10522,F,MEX,77.4,Ninguna,5,NA,NA
2020,U,10523,F,EXT,80.2,Ninguna,6,NA,NA
2020,U,10524,M,MEX,85,Ninguna,7,NA,NA
2020,U,10525,O,MEX,73.7,Ninguna,6,NA,NA
2020,U,10526,F,MEX,88.9,Cultura,6,NA,NA
2020,U,10527,F,MEX,79.3,Cultura,6,NA,NA
2020,U,10528,M,MEX,91.6,Deportiva,7,NA,NA
2020,U,10529,F,EXT,76.4,Ninguna,6,NA,NA
2020,U,10530,M,MEX,75.4,Deportiva,5,NA,NA
2020,U,10531,F,MEX,81.6,Ninguna,6,NA,NA
2020,P,10532,O,MEX,85.6,Deportiva,6,NA,NA
2020,U,10533,O,MEX,85.1,Ninguna,6,NA,NA
2020,P,10534,O,MEX,75.3,Deportiva,7,NA,NA
2020,U,10535,F,MEX,81.9,Ninguna,7,NA,NA
2020,U,10536,O,MEX,78.7,Deportiva,6,NA,NA
2020,U,10537,F,MEX,74.4,Cultura,6,NA,NA
2020,P,10538,F,MEX,81.2,Ninguna,5,NA,NA
2020,U,10539,F,EXT,73.7,Cultura,6,NA,NA
2020,U,10540,M,EXT,73.4,Ninguna,6,NA,NA
2020,P,10541,M,MEX,90.7,Cultura,6,NA,NA
2020,P,10542,F,MEX,78.9,Ninguna,7,NA,NA
2020,U,10543,M,MEX,76.3,Cultura,6,NA,NA
2020,P,10544,M,MEX,78.8,Ninguna,5,NA,NA
2020,U,10545,F,MEX,81,Ninguna,6,NA,NA
2020,P,10546,M,MEX,78.2,Deportiva,6,NA,NA
2020,P,10547,M,MEX,69.2,Ninguna,6,NA,NA
2020,U,10548,M,MEX,82.7,Deportiva,5,NA,NA
2020,U,10549,F,MEX,80,Cultura,5,NA,NA
2020,U,10550,M,MEX,79.9,Deportiva,6,NA,NA
2020,U,10551,O,EXT,72.4,Deportiva,5,NA,NA
2020,U,10552,F,MEX,88.7,Cultura,7,NA,NA
2020,U,10553,O,MEX,74.9,Ninguna,6,NA,NA
2020,U,10554,O,EXT,83.3,Cultura,7,NA,NA
2020,U,10555,F,MEX,86.1,Ninguna,5,NA,NA
2020,P,10556,O,MEX,75.6,Ninguna,7,NA,NA
2020,U,10557,M,MEX,82.5,Ninguna,5,NA,NA
2020,P,10558,M,EXT,81.7,Cultura,6,NA,NA
2020,U,10559,M,MEX,86.5,Ninguna,7,NA,NA
2020,U,10560,O,MEX,71.4,Ninguna,6,NA,NA
2020,U,10561,F,MEX,78.6,Ninguna,7,NA,NA
2020,P,10562,F,MEX,80.1,Ninguna,5,NA,NA
2020,U,10563,F,MEX,84.6,Ninguna,6,NA,NA
2020,U,10564,M,MEX,85.1,Ninguna,6,NA,NA
2020,P,10565,M,MEX,77.1,Ninguna,6,NA,NA
2020,P,10566,F,MEX,78.3,Deportiva,5,NA,NA
2020,U,10567,F,EXT,91.9,Ninguna,5,NA,NA
2020,U,10568,O,MEX,79.9,Cultura,6,NA,NA
2020,U,10569,O,MEX,81.3,Ninguna,7,NA,NA
2020,U,10570,F,MEX,70.7,Cultura,5,NA,NA
2020,U,10571,M,MEX,69.8,Deportiva,7,NA,NA
2020,U,10572,F,MEX,77.4,Deportiva,5,NA,NA
2020,U,10573,M,MEX,79,Ninguna,5,NA,NA
2020,U,10574,F,MEX,74.6,Ninguna,6,NA,NA
2020,U,10575,M,MEX,75.1,Ninguna,7,NA,NA
2020,U,10576,O,MEX,82.4,Ninguna,6,NA,NA
2020,U,10577,F,MEX,80.1,Ninguna,5,NA,NA
2020,U,10578,M,EXT,83.9,Cultura,6,NA,NA
2020,P,10579,F,EXT,76.5,Cultura,7,NA,NA
2020,U,10580,O,EXT,82,Ninguna,5,NA,NA
2020,P,10581,F,MEX,81.8,Cultura,5,NA,NA
2020,U,10582,F,MEX,79.3,Ninguna,5,NA,NA
2020,U,10583,F,MEX,84.1,Cultura,7,NA,NA
2020,U,10584,F,MEX,69.4,Deportiva,7,NA,NA
2020,U,10585,F,MEX,77.6,Deportiva,6,NA,NA
2020,U,10586,M,MEX,80.7,Cultura,6,NA,NA
2020,U,10587,O,MEX,71.4,Ninguna,7,NA,NA
2020,P,10588,M,MEX,75,Ninguna,6,NA,NA
2020,U,10589,M,MEX,83,Deportiva,7,NA,NA
2020,U,10590,M,EXT,85.3,Deportiva,6,NA,NA
2020,U,10591,M,MEX,73.2,Ninguna,5,NA,NA
2020,P,10592,F,EXT,91.8,Ninguna,6,NA,NA
2020,P,10593,M,MEX,83.3,Ninguna,5,NA,NA
2020,P,10594,M,MEX,81.7,Ninguna,7,NA,NA
2020,U,10595,M,MEX,80.7,Cultura,6,NA,NA
2020,U,10596,F,MEX,75.6,Ninguna,6,NA,NA
2020,P,10597,M,MEX,74.9,Ninguna,7,NA,NA
2020,U,10598,M,MEX,89.9,Ninguna,7,NA,NA
2020,P,10599,M,EXT,81.8,Ninguna,5,NA,NA
2020,P,10600,F,MEX,86.2,Deportiva,7,NA,NA
2020,U,10601,F,MEX,70.8,Ninguna,6,NA,NA
2020,U,10602,F,MEX,77.6,Cultura,7,NA,NA
2020,U,10603,F,MEX,75,Ninguna,6,NA,NA
2020,U,10604,F,MEX,79.6,Deportiva,5,NA,NA
2020,U,10605,F,MEX,78.6,Ninguna,6,NA,NA
2020,U,10606,M,MEX,77.2,Ninguna,5,NA,NA
2020,U,10607,F,MEX,78.8,Ninguna,7,NA,NA
2020,P,10608,F,MEX,84.4,Cultura,6,NA,NA
2020,U,10609,M,MEX,83.6,Deportiva,5,NA,NA
2020,U,10610,M,MEX,75.6,Ninguna,5,NA,NA
2020,U,10611,M,MEX,76.7,Ninguna,6,NA,NA
2020,P,10612,F,MEX,81.9,Cultura,5,NA,NA
2020,P,10613,F,EXT,75.8,Ninguna,7,NA,NA
2020,P,10614,F,MEX,76.6,Ninguna,5,NA,NA
2020,P,10615,M,MEX,81.7,Cultura,7,NA,NA
2020,P,10616,M,MEX,80.4,Deportiva,5,NA,NA
2020,P,10617,M,MEX,84.7,Ninguna,5,NA,NA
2020,U,10618,F,MEX,83.7,Deportiva,7,NA,NA
2020,U,10619,F,MEX,75.2,Ninguna,6,NA,NA
2020,U,10620,O,MEX,78.2,Ninguna,7,NA,NA
2020,P,10621,O,MEX,67.4,Ninguna,7,NA,NA
2020,P,10622,F,MEX,77,Ninguna,6,NA,NA
2020,U,10623,M,MEX,86.4,Ninguna,5,NA,NA
2020,U,10624,F,MEX,79.4,Cultura,7,NA,NA
2020,U,10625,F,EXT,73.3,Cultura,6,NA,NA
2020,P,10626,M,EXT,76.8,Ninguna,5,NA,NA
2020,U,10627,F,MEX,79.6,Ninguna,6,NA,NA
2020,U,10628,M,EXT,80.8,Ninguna,6,NA,NA
2020,U,10629,F,EXT,73.4,Ninguna,7,NA,NA
2020,U,10630,F,MEX,75.3,Ninguna,5,NA,NA
2020,P,10631,M,MEX,74.1,Ninguna,7,NA,NA
2020,P,10632,F,MEX,79.4,Deportiva,5,NA,NA
2020,P,10633,M,EXT,83.3,Cultura,7,NA,NA
2020,P,10634,F,MEX,87.3,Cultura,6,NA,NA
2020,P,10635,O,EXT,77.9,Cultura,6,NA,NA
2020,U,10636,M,MEX,84.3,Ninguna,7,NA,NA
2020,P,10637,M,MEX,80.3,Deportiva,6,NA,NA
2020,P,10638,M,MEX,80.6,Ninguna,6,NA,NA
2020,P,10639,M,MEX,76.6,Ninguna,6,NA,NA
2020,P,10640,M,EXT,63.9,Ninguna,7,NA,NA
2020,U,10641,M,EXT,74.8,Cultura,5,NA,NA
2020,U,10642,M,EXT,82.3,Deportiva,7,NA,NA
2020,U,10643,F,MEX,78.2,Deportiva,6,NA,NA
2020,P,10644,M,MEX,80.5,Cultura,5,NA,NA
2020,U,10645,F,MEX,78.3,Cultura,6,NA,NA
2020,P,10646,O,MEX,69.6,Deportiva,5,NA,NA
2020,U,10647,M,MEX,78.5,Ninguna,6,NA,NA
2020,U,10648,O,MEX,78.2,Ninguna,6,NA,NA
2020,P,10649,M,MEX,85.1,Deportiva,6,NA,NA
2020,P,10650,M,MEX,74.4,Ninguna,6,NA,NA
2020,U,10651,F,MEX,79,Ninguna,6,NA,NA
2020,U,10652,M,MEX,82.5,Cultura,5,NA,NA
2020,U,10653,F,EXT,78.3,Ninguna,7,NA,NA
2020,P,10654,F,MEX,80.7,Ninguna,6,NA,NA
2020,P,10655,M,MEX,76.8,Ninguna,5,NA,NA
2020,P,10656,M,EXT,77.2,Ninguna,5,NA,NA
2020,U,10657,F,MEX,80.5,Ninguna,6,NA,NA
2020,U,10658,M,EXT,77.2,Cultura,5,NA,NA
2020,U,10659,F,MEX,83.9,Cultura,5,NA,NA
2020,P,10660,M,MEX,90.7,Ninguna,6,NA,NA
2020,U,10661,F,MEX,87.4,Deportiva,5,NA,NA
2020,U,10662,F,MEX,79.8,Ninguna,7,NA,NA
2020,P,10663,M,MEX,70.1,Cultura,5,NA,NA
2020,P,10664,M,MEX,81.7,Cultura,5,NA,NA
2020,P,10665,M,MEX,83.3,Deportiva,6,NA,NA
2020,P,10666,F,MEX,83,Cultura,7,NA,NA
2020,U,10667,M,EXT,80,Ninguna,7,NA,NA
2020,U,10668,F,EXT,76.4,Cultura,5,NA,NA
2020,U,10669,O,EXT,80.6,Deportiva,6,NA,NA
2020,P,10670,F,MEX,79.4,Ninguna,6,NA,NA
2020,U,10671,M,MEX,77.6,Ninguna,5,NA,NA
2020,U,10672,M,MEX,80.5,Deportiva,6,NA,NA
2020,P,10673,O,MEX,89.6,Ninguna,5,NA,NA
2020,U,10674,F,MEX,70.4,Ninguna,6,NA,NA
2020,P,10675,F,MEX,80.8,Ninguna,7,NA,NA
2020,P,10676,F,EXT,79.6,Cultura,7,NA,NA
2020,P,10677,M,MEX,73.6,Ninguna,6,NA,NA
2020,U,10678,F,MEX,81.5,Deportiva,7,NA,NA
2020,U,10679,M,MEX,79.1,Ninguna,5,NA,NA
2020,P,10680,F,MEX,81.2,Deportiva,6,NA,NA
2020,U,10681,F,MEX,68.6,Ninguna,5,NA,NA
2020,P,10682,F,MEX,80.5,Ninguna,7,NA,NA
2020,U,10683,F,MEX,84.3,Ninguna,7,NA,NA
2020,U,10684,O,EXT,82.6,Ninguna,6,NA,NA
2020,P,10685,F,EXT,65.6,Ninguna,7,NA,NA
2020,P,10686,O,MEX,74.2,Cultura,7,NA,NA
2020,U,10687,F,MEX,78.5,Deportiva,6,NA,NA
2020,U,10688,F,EXT,80.3,Ninguna,5,NA,NA
2020,P,10689,M,MEX,78.9,Cultura,6,NA,NA
2020,P,10690,M,MEX,78.9,Ninguna,5,NA,NA
2020,U,10691,F,MEX,85.3,Ninguna,7,NA,NA
2020,P,10692,M,MEX,83.1,Ninguna,7,NA,NA
2020,P,10693,F,MEX,79.3,Cultura,7,NA,NA
2020,P,10694,F,MEX,79.2,Deportiva,6,NA,NA
2020,U,10695,M,MEX,84.7,Ninguna,7,NA,NA
2020,U,10696,M,EXT,84.2,Cultura,5,NA,NA
2020,P,10697,F,MEX,77.7,Cultura,6,NA,NA
2020,U,10698,F,MEX,66.1,Cultura,6,NA,NA
2020,U,10699,M,EXT,80.9,Deportiva,6,NA,NA
2020,U,10700,F,MEX,76.2,Deportiva,6,NA,NA
2020,P,10701,M,MEX,84.5,Cultura,6,NA,NA
2020,U,10702,F,MEX,83.3,Ninguna,6,NA,NA
2020,U,10703,M,MEX,78.6,Deportiva,6,NA,NA
2020,U,10704,F,MEX,64.7,Cultura,7,NA,NA
2020,U,10705,M,MEX,78.1,Cultura,6,NA,NA
2020,P,10706,O,MEX,79.5,Ninguna,6,NA,NA
2020,U,10707,F,MEX,72.8,Ninguna,6,NA,NA
2020,P,10708,M,EXT,77.5,Ninguna,6,NA,NA
2020,P,10709,M,EXT,79.5,Cultura,6,NA,NA
2020,U,10710,F,MEX,82.9,Cultura,6,NA,NA
2020,U,10711,M,MEX,80.6,Ninguna,6,NA,NA
2020,U,10712,M,MEX,89.1,Ninguna,5,NA,NA
2020,U,10713,F,EXT,74.8,Ninguna,5,NA,NA
2020,P,10714,F,EXT,79.7,Ninguna,6,NA,NA
2020,P,10715,F,MEX,71.1,Cultura,7,NA,NA
2020,U,10716,F,MEX,75.6,Deportiva,6,NA,NA
2020,U,10717,F,MEX,85.4,Ninguna,7,NA,NA
2020,P,10718,F,MEX,82.6,Deportiva,6,NA,NA
2020,U,10719,F,EXT,81.2,Deportiva,6,NA,NA
2020,U,10720,M,MEX,78.3,Ninguna,5,NA,NA
2020,U,10721,O,MEX,80.4,Deportiva,6,NA,NA
2020,U,10722,F,EXT,86.1,Ninguna,6,NA,NA
2020,U,10723,M,MEX,81.4,Ninguna,6,NA,NA
2020,U,10724,F,MEX,75.2,Ninguna,6,NA,NA
2020,U,10725,F,MEX,79.3,Ninguna,5,NA,NA
2020,P,10726,M,MEX,85.6,Deportiva,5,NA,NA
2020,P,10727,F,MEX,84.5,Cultura,5,NA,NA
2020,U,10728,F,EXT,76.7,Cultura,6,NA,NA
2020,U,10729,M,MEX,71.9,Ninguna,7,NA,NA
2020,P,10730,F,MEX,74,Ninguna,6,NA,NA
2020,P,10731,M,MEX,84.3,Ninguna,7,NA,NA
2020,U,10732,M,MEX,73,Ninguna,7,NA,NA
2020,P,10733,M,MEX,80.1,Deportiva,5,NA,NA
2020,U,10734,F,MEX,89.3,Cultura,5,NA,NA
2020,P,10735,O,MEX,78.7,Ninguna,7,NA,NA
2020,P,10736,F,MEX,81.2,Ninguna,6,NA,NA
2020,U,10737,M,MEX,79.8,Cultura,5,NA,NA
2020,U,10738,M,MEX,82,Ninguna,7,NA,NA
2020,U,10739,M,MEX,77.2,Ninguna,6,NA,NA
2020,U,10740,F,MEX,80.4,Ninguna,6,NA,NA
2020,P,10741,F,MEX,85.3,Ninguna,6,NA,NA
2020,P,10742,F,EXT,84.9,Deportiva,6,NA,NA
2020,P,10743,M,MEX,77.1,Cultura,7,NA,NA
2020,P,10744,F,MEX,76.7,Deportiva,6,NA,NA
2020,U,10745,O,MEX,84.4,Ninguna,6,NA,NA
2020,P,10746,M,MEX,80.9,Ninguna,6,NA,NA
2020,U,10747,F,MEX,79.8,Deportiva,6,NA,NA
2020,U,10748,M,MEX,77.5,Cultura,6,NA,NA
2020,P,10749,F,MEX,76.9,Cultura,6,NA,NA
2020,U,10750,F,MEX,79.5,Ninguna,6,NA,NA
2020,U,10751,M,MEX,84.1,Deportiva,6,NA,NA
2020,P,10752,M,MEX,76.7,Cultura,6,NA,NA
2020,U,10753,M,MEX,72.7,Cultura,7,NA,NA
2020,U,10754,M,MEX,73.1,Cultura,6,NA,NA
2020,U,10755,M,MEX,77.1,Ninguna,6,NA,NA
2020,U,10756,M,MEX,88.4,Ninguna,7,NA,NA
2020,U,10757,F,MEX,79.1,Cultura,6,NA,NA
2020,U,10758,F,MEX,72.2,Ninguna,5,NA,NA
2020,U,10759,M,MEX,75.2,Ninguna,5,NA,NA
2020,U,10760,F,MEX,85,Deportiva,6,NA,NA
2020,U,10761,M,MEX,71.9,Ninguna,5,NA,NA
2020,U,10762,F,MEX,88.6,Ninguna,5,NA,NA
2020,P,10763,M,MEX,82.3,Ninguna,6,NA,NA
2020,P,10764,M,MEX,81.2,Deportiva,7,NA,NA
2020,U,10765,F,MEX,85,Ninguna,6,NA,NA
2020,P,10766,O,EXT,84.6,Ninguna,5,NA,NA
2020,U,10767,F,MEX,75.9,Cultura,7,NA,NA
2020,U,10768,F,MEX,78.8,Cultura,6,NA,NA
2020,U,10769,M,MEX,74,Deportiva,5,NA,NA
2020,U,10770,F,EXT,76.5,Cultura,5,NA,NA
2020,P,10771,F,MEX,79.2,Ninguna,5,NA,NA
2020,U,10772,M,MEX,77.2,Ninguna,5,NA,NA
2020,U,10773,O,MEX,74.2,Ninguna,5,NA,NA
2020,U,10774,M,MEX,73.7,Ninguna,7,NA,NA
2020,U,10775,F,EXT,83.4,Ninguna,6,NA,NA
2020,P,10776,F,MEX,73.9,Ninguna,6,NA,NA
2020,P,10777,M,MEX,86,Ninguna,6,NA,NA
2020,U,10778,F,MEX,88.1,Deportiva,6,NA,NA
2020,U,10779,F,MEX,82.8,Cultura,6,NA,NA
2020,U,10780,F,MEX,83.6,Ninguna,6,NA,NA
2020,U,10781,M,EXT,83.3,Cultura,6,NA,NA
2020,U,10782,M,MEX,77.2,Deportiva,7,NA,NA
2020,U,10783,M,MEX,75.6,Ninguna,6,NA,NA
2020,U,10784,M,EXT,75.4,Ninguna,7,NA,NA
2020,U,10785,M,MEX,82.7,Cultura,6,NA,NA
2020,U,10786,M,MEX,85.1,Deportiva,6,NA,NA
2020,U,10787,M,MEX,81.7,Cultura,6,NA,NA
2020,U,10788,O,MEX,72.2,Ninguna,6,NA,NA
2020,U,10789,M,EXT,73.1,Cultura,5,NA,NA
2020,U,10790,O,MEX,77.3,Ninguna,6,NA,NA
2020,P,10791,O,MEX,76.1,Ninguna,6,NA,NA
2020,U,10792,F,EXT,83.1,Ninguna,6,NA,NA
2020,P,10793,M,MEX,76.5,Ninguna,6,NA,NA
2020,P,10794,F,MEX,83,Cultura,7,NA,NA
2020,P,10795,F,MEX,88.1,Ninguna,7,NA,NA
2020,U,10796,M,MEX,78.3,Ninguna,5,NA,NA
2020,U,10797,F,MEX,78.2,Cultura,6,NA,NA
2020,P,10798,M,EXT,69.9,Ninguna,5,NA,NA
2020,P,10799,M,MEX,74.8,Ninguna,6,NA,NA
2020,P,10800,M,MEX,81.5,Cultura,6,NA,NA
2020,U,10801,F,MEX,88,Deportiva,5,NA,NA
2020,U,10802,F,MEX,76.8,Ninguna,6,NA,NA
2020,U,10803,F,MEX,71.5,Ninguna,7,NA,NA
2020,U,10804,M,MEX,78.4,Deportiva,5,NA,NA
2020,P,10805,M,MEX,79.7,Ninguna,7,NA,NA
2020,U,10806,F,MEX,83.3,Cultura,6,NA,NA
2020,P,10807,M,MEX,85.5,Ninguna,7,NA,NA
2020,U,10808,M,EXT,78.3,Cultura,5,NA,NA
2020,U,10809,F,MEX,81.6,Cultura,5,NA,NA
2020,P,10810,M,MEX,79.2,Ninguna,7,NA,NA
2020,P,10811,F,MEX,87.4,Ninguna,7,NA,NA
2020,U,10812,M,MEX,77.8,Cultura,5,NA,NA
2020,P,10813,F,MEX,86.1,Deportiva,5,NA,NA
2020,U,10814,M,MEX,75.1,Ninguna,7,NA,NA
2020,P,10815,F,MEX,75.3,Ninguna,5,NA,NA
2020,U,10816,M,EXT,91.2,Ninguna,6,NA,NA
2020,U,10817,M,MEX,86.9,Ninguna,5,NA,NA
2020,U,10818,F,MEX,77.5,Ninguna,7,NA,NA
2020,P,10819,F,MEX,80.6,Ninguna,7,NA,NA
2020,U,10820,F,MEX,79.4,Cultura,7,NA,NA
2020,U,10821,F,EXT,76.5,Cultura,6,NA,NA
2020,U,10822,O,MEX,83.2,Cultura,6,NA,NA
2020,U,10823,O,EXT,78.7,Ninguna,7,NA,NA
2020,P,10824,F,EXT,76.8,Ninguna,5,NA,NA
2020,P,10825,M,MEX,87.5,Ninguna,7,NA,NA
2020,U,10826,M,MEX,77.1,Deportiva,7,NA,NA
2020,P,10827,M,MEX,91.3,Deportiva,7,NA,NA
2020,P,10828,O,MEX,83.6,Deportiva,6,NA,NA
2020,P,10829,F,EXT,78.6,Cultura,6,NA,NA
2020,U,10830,M,MEX,74.1,Ninguna,6,NA,NA
2020,U,10831,F,MEX,82.1,Ninguna,5,NA,NA
2020,U,10832,F,MEX,77.2,Ninguna,7,NA,NA
2020,U,10833,F,EXT,76.8,Ninguna,6,NA,NA
2020,P,10834,M,MEX,80.8,Cultura,6,NA,NA
2020,P,10835,F,MEX,78.6,Cultura,7,NA,NA
2020,U,10836,F,EXT,75.1,Ninguna,6,NA,NA
2020,P,10837,F,MEX,68,Ninguna,6,NA,NA
2020,U,10838,F,MEX,92.7,Deportiva,6,NA,NA
2020,P,10839,F,EXT,73.6,Ninguna,6,NA,NA
2020,P,10840,M,MEX,77.4,Deportiva,7,NA,NA
2020,U,10841,M,MEX,77,Deportiva,6,NA,NA
2020,U,10842,M,MEX,83,Deportiva,6,NA,NA
2020,P,10843,F,MEX,85.1,Ninguna,5,NA,NA
2020,U,10844,M,MEX,76.6,Deportiva,7,NA,NA
2020,U,10845,M,MEX,78,Cultura,7,NA,NA
2020,U,10846,F,MEX,73.8,Ninguna,5,NA,NA
2020,P,10847,M,MEX,87,Ninguna,6,NA,NA
2020,P,10848,O,MEX,75.2,Cultura,7,NA,NA
2020,U,10849,M,MEX,80.1,Ninguna,7,NA,NA
2020,U,10850,F,MEX,77.4,Ninguna,6,NA,NA
2020,U,10851,M,MEX,81,Deportiva,6,NA,NA
2020,U,10852,O,MEX,74.1,Ninguna,6,NA,NA
2020,U,10853,M,MEX,89.6,Ninguna,6,NA,NA
2020,P,10854,F,MEX,78.6,Ninguna,5,NA,NA
2020,U,10855,M,MEX,84.6,Ninguna,6,NA,NA
2020,P,10856,F,MEX,81.1,Ninguna,6,NA,NA
2020,U,10857,M,MEX,77.2,Ninguna,7,NA,NA
2020,U,10858,F,MEX,80.2,Ninguna,7,NA,NA
2020,U,10859,M,MEX,78,Ninguna,6,NA,NA
2020,U,10860,F,MEX,76.1,Cultura,5,NA,NA
2020,U,10861,M,MEX,84.1,Cultura,5,NA,NA
2020,U,10862,F,MEX,71.1,Cultura,6,NA,NA
2020,U,10863,O,MEX,69.4,Deportiva,7,NA,NA
2020,U,10864,F,MEX,74.5,Cultura,6,NA,NA
2020,U,10865,F,MEX,77.2,Ninguna,6,NA,NA
2020,U,10866,F,EXT,86.1,Cultura,7,NA,NA
2020,P,10867,F,MEX,86.5,Deportiva,6,NA,NA
2020,P,10868,F,EXT,72.1,Ninguna,6,NA,NA
2020,P,10869,M,MEX,78.3,Ninguna,6,NA,NA
2020,U,10870,M,MEX,82.3,Cultura,6,NA,NA
2020,U,10871,F,MEX,92.6,Deportiva,7,NA,NA
2020,P,10872,F,MEX,76,Cultura,5,NA,NA
2020,U,10873,M,EXT,70.2,Ninguna,5,NA,NA
2020,U,10874,F,MEX,79.3,Ninguna,7,NA,NA
2020,P,10875,O,MEX,80.9,Cultura,5,NA,NA
2020,U,10876,M,MEX,77,Cultura,6,NA,NA
2020,P,10877,M,MEX,76.1,Ninguna,5,NA,NA
2020,P,10878,M,MEX,78.4,Ninguna,7,NA,NA
2020,U,10879,O,MEX,75.9,Cultura,5,NA,NA
2020,P,10880,M,MEX,73.9,Ninguna,6,NA,NA
2020,U,10881,M,MEX,76.6,Deportiva,6,NA,NA
2020,U,10882,M,MEX,79.4,Cultura,6,NA,NA
2020,U,10883,F,MEX,68.4,Ninguna,6,NA,NA
2020,P,10884,F,MEX,91.1,Deportiva,5,NA,NA
