"tipo","numero","genero","nacionalidad","promedio","actividad"
"U",12071,"F","MEX",82.3,"Ninguna"
"U",12072,"F","EXT",79.9,"Cultura"
"U",12073,"F","MEX",81.3,"Cultura"
"U",12074,"F","EXT",81.8,"Deportiva"
"U",12075,"O","MEX",76.3,"Cultura"
"P",12076,"F","MEX",77.1,"Ninguna"
"P",12077,"M","EXT",74.1,"Cultura"
"U",12078,"F","EXT",82,"Ninguna"
"U",12079,"O","MEX",76.6,"Ninguna"
"U",12080,"F","MEX",78.4,"Deportiva"
"U",12081,"F","MEX",77.6,"Ninguna"
"P",12082,"O","MEX",79.1,"Ninguna"
"P",12083,"O","MEX",80.3,"Cultura"
"U",12084,"M","MEX",76.2,"Cultura"
"U",12085,"M","EXT",78,"Ninguna"
"P",12086,"O","MEX",86.4,"Ninguna"
"U",12087,"M","MEX",78.7,"Cultura"
"U",12088,"M","MEX",83.8,"Deportiva"
"U",12089,"M","MEX",75.7,"Ninguna"
"U",12090,"F","MEX",73.9,"Cultura"
"P",12091,"F","EXT",77.5,"Ninguna"
"U",12092,"M","MEX",72.5,"Ninguna"
"P",12093,"O","EXT",81.9,"Ninguna"
"U",12094,"O","MEX",80.8,"Ninguna"
"P",12095,"F","EXT",87.1,"Deportiva"
"P",12096,"O","MEX",79.7,"Cultura"
"P",12097,"O","EXT",80.5,"Ninguna"
"U",12098,"M","MEX",82.6,"Cultura"
"U",12099,"O","MEX",82.9,"Ninguna"
"U",12100,"F","EXT",83.9,"Ninguna"
"U",12101,"O","MEX",77.3,"Cultura"
"P",12102,"F","MEX",85,"Cultura"
"P",12103,"F","MEX",77.5,"Cultura"
"U",12104,"O","EXT",77.5,"Cultura"
"U",12105,"M","MEX",84.1,"Cultura"
"P",12106,"O","EXT",77.2,"Deportiva"
"P",12107,"O","MEX",72.7,"Deportiva"
"P",12108,"M","EXT",92.4,"Ninguna"
"U",12109,"F","MEX",78.8,"Ninguna"
"P",12110,"O","MEX",69.6,"Deportiva"
"P",12111,"F","MEX",76.9,"Deportiva"
"P",12112,"M","MEX",75.3,"Ninguna"
"P",12113,"F","MEX",79.2,"Cultura"
"U",12114,"M","MEX",81.9,"Cultura"
"P",12115,"F","MEX",81.3,"Ninguna"
"U",12116,"F","EXT",90.4,"Deportiva"
"U",12117,"O","MEX",79.2,"Ninguna"
"U",12118,"F","MEX",64.6,"Cultura"
"P",12119,"F","MEX",80.7,"Deportiva"
"P",12120,"F","MEX",78.8,"Cultura"
"U",12121,"F","MEX",77.6,"Ninguna"
"P",12122,"F","MEX",81.3,"Ninguna"
"U",12123,"F","MEX",76.5,"Deportiva"
"P",12124,"F","MEX",78.9,"Ninguna"
"P",12125,"F","MEX",80.5,"Ninguna"
"U",12126,"F","MEX",86,"Ninguna"
"P",12127,"M","MEX",80.8,"Ninguna"
"U",12128,"O","MEX",73.3,"Ninguna"
"P",12129,"F","EXT",82.6,"Cultura"
"U",12130,"M","MEX",78.9,"Deportiva"
"P",12131,"M","MEX",82.5,"Ninguna"
"P",12132,"M","MEX",79.6,"Deportiva"
"P",12133,"O","EXT",81.1,"Deportiva"
"U",12134,"O","MEX",76.9,"Ninguna"
"U",12135,"F","MEX",78.1,"Ninguna"
"P",12136,"F","MEX",87.8,"Cultura"
"P",12137,"M","MEX",82.1,"Deportiva"
"U",12138,"F","EXT",82.4,"Deportiva"
"U",12139,"M","MEX",77.4,"Cultura"
"P",12140,"M","MEX",77.2,"Cultura"
"U",12141,"F","MEX",72.7,"Cultura"
"U",12142,"F","MEX",76.6,"Ninguna"
"U",12143,"F","MEX",80.9,"Deportiva"
"U",12144,"M","MEX",89.6,"Cultura"
"U",12145,"F","MEX",87.5,"Deportiva"
"U",12146,"O","EXT",75.3,"Cultura"
"U",12147,"F","MEX",77.9,"Ninguna"
"P",12148,"M","MEX",74.5,"Ninguna"
"P",12149,"F","EXT",78.9,"Deportiva"
"U",12150,"M","MEX",86.3,"Ninguna"
"U",12151,"M","EXT",81.4,"Deportiva"
"U",12152,"O","MEX",81.2,"Cultura"
"U",12153,"F","MEX",76,"Cultura"
"U",12154,"F","MEX",80.8,"Cultura"
"U",12155,"M","MEX",84.3,"Ninguna"
"U",12156,"M","MEX",82.4,"Deportiva"
"P",12157,"F","MEX",84.5,"Ninguna"
"U",12158,"O","MEX",77.2,"Cultura"
"P",12159,"F","MEX",72.6,"Ninguna"
"U",12160,"M","EXT",82.2,"Ninguna"
"U",12161,"M","MEX",79.8,"Cultura"
"P",12162,"M","EXT",76.8,"Ninguna"
"P",12163,"F","MEX",77.2,"Deportiva"
"U",12164,"O","MEX",82.1,"Cultura"
"U",12165,"F","MEX",86,"Ninguna"
"P",12166,"M","EXT",84.6,"Ninguna"
"U",12167,"O","MEX",79,"Deportiva"
"P",12168,"M","MEX",83.6,"Ninguna"
"U",12169,"F","MEX",84.9,"Deportiva"
"U",12170,"O","MEX",69.3,"Cultura"
"U",12171,"F","MEX",79.1,"Cultura"
"P",12172,"O","EXT",83.6,"Ninguna"
"P",12173,"F","MEX",82.3,"Deportiva"
"U",12174,"M","EXT",71.1,"Ninguna"
"U",12175,"M","MEX",84.6,"Cultura"
"U",12176,"M","MEX",79.1,"Cultura"
"P",12177,"O","MEX",79.1,"Cultura"
"U",12178,"F","MEX",76.7,"Cultura"
"U",12179,"F","MEX",86.8,"Deportiva"
"U",12180,"M","MEX",82.7,"Cultura"
"P",12181,"O","MEX",83.9,"Cultura"
"P",12182,"M","EXT",83.5,"Deportiva"
"U",12183,"O","MEX",79.8,"Ninguna"
"U",12184,"M","EXT",88,"Deportiva"
"U",12185,"O","MEX",79.5,"Cultura"
"U",12186,"F","MEX",83.9,"Deportiva"
"U",12187,"F","MEX",73.3,"Cultura"
"U",12188,"F","MEX",80.3,"Deportiva"
"U",12189,"F","MEX",76.9,"Ninguna"
"P",12190,"F","MEX",85.5,"Ninguna"
"U",12191,"O","EXT",77.8,"Cultura"
"P",12192,"O","MEX",70.2,"Ninguna"
"P",12193,"F","MEX",75.1,"Ninguna"
"U",12194,"F","MEX",79.5,"Ninguna"
"U",12195,"O","MEX",76.2,"Deportiva"
"U",12196,"F","MEX",79.5,"Deportiva"
"U",12197,"M","MEX",82,"Ninguna"
"U",12198,"M","MEX",83.8,"Ninguna"
"U",12199,"M","MEX",78.7,"Cultura"
"U",12200,"F","MEX",75.7,"Deportiva"
"P",12201,"F","MEX",82,"Deportiva"
"U",12202,"F","MEX",79.9,"Ninguna"
"U",12203,"M","MEX",83.5,"Cultura"
"U",12204,"M","MEX",78.6,"Cultura"
"P",12205,"F","MEX",83.3,"Ninguna"
"U",12206,"O","MEX",79,"Deportiva"
"P",12207,"M","MEX",74,"Ninguna"
"U",12208,"M","MEX",79.6,"Deportiva"
"U",12209,"F","MEX",74.4,"Cultura"
"P",12210,"F","MEX",75,"Cultura"
"P",12211,"M","EXT",81.9,"Deportiva"
"P",12212,"F","EXT",70,"Deportiva"
"U",12213,"F","EXT",81.8,"Deportiva"
"U",12214,"F","EXT",86.9,"Ninguna"
"U",12215,"F","EXT",79.8,"Cultura"
"P",12216,"M","MEX",80.2,"Cultura"
"U",12217,"M","EXT",76.9,"Ninguna"
"P",12218,"O","EXT",71.6,"Cultura"
"P",12219,"F","MEX",82.1,"Deportiva"
"P",12220,"M","EXT",71.1,"Ninguna"
"U",12221,"M","MEX",79.2,"Cultura"
"U",12222,"F","MEX",88,"Cultura"
"U",12223,"F","EXT",79.3,"Ninguna"
"P",12224,"O","MEX",78.9,"Ninguna"
"P",12225,"M","MEX",86.1,"Deportiva"
"U",12226,"F","EXT",86,"Ninguna"
"U",12227,"O","EXT",80.8,"Cultura"
"U",12228,"M","EXT",77.4,"Cultura"
"U",12229,"F","MEX",76,"Ninguna"
"U",12230,"F","MEX",77.7,"Ninguna"
"P",12231,"M","MEX",74.8,"Cultura"
"P",12232,"O","EXT",73.9,"Ninguna"
"U",12233,"F","EXT",84.9,"Deportiva"
"U",12234,"F","MEX",78.3,"Deportiva"
"P",12235,"O","MEX",78.5,"Ninguna"
"U",12236,"M","MEX",82.1,"Ninguna"
"P",12237,"O","MEX",77.5,"Cultura"
"U",12238,"M","MEX",77.7,"Cultura"
"U",12239,"O","MEX",75.7,"Cultura"
"U",12240,"O","EXT",81.9,"Deportiva"
"P",12241,"F","EXT",86,"Cultura"
"U",12242,"F","EXT",76,"Cultura"
"U",12243,"F","MEX",80.2,"Cultura"
"P",12244,"M","EXT",77,"Ninguna"
"P",12245,"O","MEX",79.3,"Cultura"
"U",12246,"F","EXT",72.7,"Ninguna"
"U",12247,"F","MEX",76.1,"Cultura"
"U",12248,"F","EXT",71,"Ninguna"
"P",12249,"F","MEX",75.2,"Ninguna"
"U",12250,"F","MEX",81.9,"Cultura"
"P",12251,"M","EXT",81.1,"Ninguna"
"P",12252,"F","MEX",82.1,"Deportiva"
"P",12253,"F","MEX",81.7,"Cultura"
"P",12254,"M","MEX",83.3,"Ninguna"
"P",12255,"F","EXT",80.3,"Deportiva"
"U",12256,"O","MEX",72.5,"Ninguna"
"U",12257,"F","MEX",75.5,"Cultura"
"P",12258,"M","MEX",77.6,"Ninguna"
"P",12259,"F","EXT",74.1,"Cultura"
"P",12260,"F","EXT",90.7,"Cultura"
"P",12261,"M","MEX",71.3,"Deportiva"
"U",12262,"O","EXT",79.9,"Cultura"
"U",12263,"F","EXT",86.5,"Deportiva"
"P",12264,"M","EXT",77.3,"Deportiva"
"U",12265,"M","EXT",66.6,"Ninguna"
"U",12266,"F","MEX",69.1,"Cultura"
"P",12267,"F","MEX",77.6,"Ninguna"
"U",12268,"F","MEX",77.5,"Cultura"
"P",12269,"F","MEX",84.7,"Ninguna"
"P",12270,"F","MEX",85.5,"Ninguna"
"U",12271,"M","MEX",71.1,"Cultura"
"U",12272,"M","MEX",72.4,"Ninguna"
"P",12273,"F","MEX",82.3,"Ninguna"
"P",12274,"F","MEX",80.2,"Cultura"
"P",12275,"F","EXT",80.5,"Ninguna"
"U",12276,"O","MEX",79.2,"Deportiva"
"U",12277,"M","MEX",81.7,"Cultura"
"P",12278,"F","MEX",85.4,"Deportiva"
"U",12279,"M","EXT",79.5,"Cultura"
"U",12280,"M","EXT",79.5,"Deportiva"
"U",12281,"F","EXT",81.3,"Ninguna"
"U",12282,"O","EXT",75.4,"Ninguna"
"U",12283,"M","EXT",81.8,"Deportiva"
"U",12284,"F","MEX",84,"Cultura"
"U",12285,"O","MEX",73.9,"Cultura"
"P",12286,"M","MEX",85.3,"Cultura"
"P",12287,"F","MEX",79.6,"Cultura"
"P",12288,"F","MEX",85.5,"Ninguna"
"P",12289,"F","MEX",84.6,"Cultura"
"U",12290,"O","EXT",78.8,"Deportiva"
"U",12291,"F","EXT",71.2,"Cultura"
"P",12292,"O","MEX",79.8,"Deportiva"
"U",12293,"O","MEX",85.7,"Deportiva"
"P",12294,"O","MEX",79.2,"Ninguna"
"U",12295,"O","MEX",88.9,"Cultura"
"P",12296,"F","MEX",85.1,"Ninguna"
"U",12297,"M","MEX",80.9,"Ninguna"
"U",12298,"M","EXT",78.7,"Cultura"
"U",12299,"M","MEX",88.2,"Ninguna"
"P",12300,"M","EXT",71.9,"Cultura"
"P",12301,"F","MEX",84.8,"Cultura"
"P",12302,"M","EXT",76.6,"Ninguna"
"U",12303,"O","EXT",80.5,"Cultura"
"U",12304,"F","MEX",86.8,"Ninguna"
"P",12305,"M","MEX",75,"Cultura"
"P",12306,"M","EXT",75.1,"Cultura"
"U",12307,"M","EXT",80.8,"Deportiva"
"P",12308,"F","MEX",85.3,"Cultura"
"U",12309,"O","MEX",78.6,"Ninguna"
"P",12310,"F","EXT",78.7,"Ninguna"
"U",12311,"O","EXT",82,"Cultura"
"U",12312,"F","MEX",84.2,"Deportiva"
"P",12313,"F","MEX",83.3,"Deportiva"
"P",12314,"M","EXT",74.4,"Cultura"
"P",12315,"F","EXT",73.3,"Ninguna"
"P",12316,"F","EXT",87.1,"Ninguna"
"P",12317,"F","MEX",73.8,"Deportiva"
"P",12318,"F","EXT",82.3,"Cultura"
"U",12319,"F","MEX",82.9,"Ninguna"
"U",12320,"M","MEX",83.1,"Deportiva"
"U",12321,"O","EXT",74.8,"Ninguna"
"U",12322,"O","MEX",84.8,"Deportiva"
"U",12323,"O","EXT",83.3,"Deportiva"
"U",12324,"F","EXT",84.7,"Ninguna"
"P",12325,"F","MEX",84.2,"Ninguna"
"P",12326,"F","MEX",96.6,"Deportiva"
"P",12327,"F","EXT",73.1,"Deportiva"
"U",12328,"M","MEX",77.1,"Ninguna"
"U",12329,"O","MEX",85,"Cultura"
"P",12330,"F","EXT",81.7,"Cultura"
"U",12331,"F","EXT",79,"Deportiva"
"P",12332,"M","MEX",83.3,"Cultura"
"U",12333,"M","MEX",84.2,"Ninguna"
"U",12334,"M","EXT",75.6,"Cultura"
"U",12335,"M","MEX",88.9,"Ninguna"
"P",12336,"M","EXT",80.2,"Ninguna"
"U",12337,"F","EXT",81.4,"Cultura"
"P",12338,"F","MEX",77.9,"Deportiva"
"P",12339,"O","MEX",78.1,"Cultura"
"U",12340,"F","EXT",87.6,"Ninguna"
"P",12341,"F","MEX",74.9,"Cultura"
"U",12342,"F","EXT",72.3,"Cultura"
"U",12343,"M","MEX",83.3,"Ninguna"
"U",12344,"F","EXT",80.1,"Ninguna"
"U",12345,"F","EXT",78.8,"Ninguna"
"U",12346,"M","MEX",76.8,"Deportiva"
"U",12347,"M","MEX",77.2,"Cultura"
"P",12348,"O","MEX",79.2,"Cultura"
"U",12349,"F","EXT",83.5,"Ninguna"
"U",12350,"O","MEX",81.4,"Cultura"
"U",12351,"F","MEX",85.3,"Ninguna"
"U",12352,"M","MEX",73.9,"Deportiva"
"P",12353,"M","EXT",80.2,"Ninguna"
"U",12354,"M","MEX",82.1,"Ninguna"
"U",12355,"F","MEX",88.3,"Cultura"
"U",12356,"M","MEX",75.2,"Ninguna"
"P",12357,"F","MEX",79.5,"Ninguna"
"U",12358,"M","MEX",85,"Deportiva"
"P",12359,"O","MEX",80.5,"Cultura"
"P",12360,"O","MEX",80.2,"Cultura"
"U",12361,"M","MEX",79.4,"Deportiva"
"U",12362,"M","EXT",74.8,"Ninguna"
"P",12363,"F","EXT",78.1,"Cultura"
"P",12364,"M","MEX",78.7,"Ninguna"
"P",12365,"O","MEX",78.6,"Cultura"
"P",12366,"M","MEX",81.6,"Cultura"
"P",12367,"F","EXT",84.8,"Deportiva"
"P",12368,"O","MEX",75.2,"Cultura"
"P",12369,"F","EXT",81.9,"Deportiva"
"P",12370,"O","EXT",84.4,"Cultura"
"U",12371,"F","MEX",81.3,"Deportiva"
"P",12372,"M","EXT",75.2,"Ninguna"
"P",12373,"O","MEX",85.9,"Ninguna"
"P",12374,"M","EXT",85.9,"Cultura"
"P",12375,"F","MEX",88.4,"Deportiva"
"U",12376,"O","MEX",78.7,"Deportiva"
"U",12377,"M","MEX",79.1,"Deportiva"
"P",12378,"F","MEX",82.6,"Deportiva"
"U",12379,"F","MEX",85.2,"Ninguna"
"U",12380,"F","EXT",76.9,"Cultura"
"P",12381,"F","EXT",83,"Ninguna"
"P",12382,"M","MEX",79.3,"Deportiva"
"U",12383,"M","EXT",73.2,"Cultura"
"P",12384,"O","MEX",83.7,"Ninguna"
"P",12385,"O","EXT",74.9,"Cultura"
"U",12386,"F","EXT",80.3,"Ninguna"
"P",12387,"F","MEX",79.7,"Deportiva"
"P",12388,"O","MEX",77.1,"Ninguna"
"P",12389,"M","EXT",72,"Deportiva"
"U",12390,"F","MEX",77.8,"Cultura"
"U",12391,"O","EXT",83.2,"Cultura"
"U",12392,"M","MEX",78.7,"Cultura"
"P",12393,"F","EXT",83.8,"Cultura"
"U",12394,"M","MEX",82.6,"Cultura"
"U",12395,"F","MEX",75.6,"Cultura"
"U",12396,"M","MEX",86.7,"Ninguna"
"P",12397,"F","MEX",81.5,"Ninguna"
"P",12398,"F","MEX",75.2,"Deportiva"
"P",12399,"F","MEX",82.4,"Ninguna"
"P",12400,"F","EXT",81.5,"Cultura"
"P",12401,"M","EXT",76.5,"Cultura"
"P",12402,"F","MEX",88.9,"Cultura"
"P",12403,"O","MEX",78.3,"Cultura"
"U",12404,"M","MEX",76.5,"Cultura"
"P",12405,"M","MEX",77.3,"Cultura"
"P",12406,"F","MEX",78,"Cultura"
"P",12407,"F","EXT",75.3,"Deportiva"
"P",12408,"M","EXT",81.1,"Deportiva"
"U",12409,"M","MEX",81.6,"Deportiva"
"P",12410,"M","MEX",91.1,"Deportiva"
"P",12411,"M","EXT",82.4,"Cultura"
"P",12412,"M","EXT",79.7,"Cultura"
"P",12413,"M","MEX",78.2,"Cultura"
"U",12414,"F","EXT",83.7,"Ninguna"
"U",12415,"M","MEX",82.7,"Deportiva"
"P",12416,"F","MEX",80.8,"Cultura"
"U",12417,"M","MEX",74.2,"Cultura"
"P",12418,"O","MEX",86.6,"Cultura"
"U",12419,"F","MEX",86.4,"Deportiva"
"U",12420,"F","MEX",76.7,"Cultura"
"U",12421,"F","EXT",78.9,"Deportiva"
"U",12422,"M","MEX",82.3,"Ninguna"
"P",12423,"M","MEX",81.2,"Ninguna"
"U",12424,"M","MEX",87.3,"Deportiva"
"P",12425,"F","EXT",73.3,"Ninguna"
"P",12426,"F","MEX",88.2,"Cultura"
"P",12427,"F","EXT",76.4,"Deportiva"
"U",12428,"F","MEX",80.2,"Cultura"
"P",12429,"F","MEX",78.4,"Cultura"
"P",12430,"M","EXT",77,"Ninguna"
"P",12431,"F","MEX",75.4,"Cultura"
"P",12432,"F","MEX",78.6,"Ninguna"
"P",12433,"F","EXT",76,"Ninguna"
"U",12434,"F","MEX",85.3,"Ninguna"
"U",12435,"O","MEX",71.1,"Ninguna"
"P",12436,"M","MEX",84.9,"Cultura"
"U",12437,"M","MEX",81.2,"Cultura"
"P",12438,"M","EXT",84.9,"Ninguna"
"P",12439,"F","EXT",85.9,"Ninguna"
"U",12440,"M","EXT",87.9,"Ninguna"
"U",12441,"F","MEX",80.3,"Cultura"
"P",12442,"F","EXT",69,"Ninguna"
"P",12443,"M","EXT",75.9,"Cultura"
"P",12444,"F","EXT",77.6,"Deportiva"
"P",12445,"M","MEX",85.1,"Deportiva"
"P",12446,"F","MEX",84.5,"Deportiva"
"U",12447,"M","MEX",73.3,"Ninguna"
"U",12448,"M","MEX",77.6,"Deportiva"
"U",12449,"O","EXT",71.4,"Cultura"
"U",12450,"F","MEX",76.7,"Cultura"
"U",12451,"F","MEX",88.7,"Ninguna"
"U",12452,"F","EXT",73.8,"Deportiva"
"P",12453,"F","MEX",78,"Cultura"
"U",12454,"F","MEX",84.6,"Cultura"
"U",12455,"M","MEX",80.3,"Ninguna"
"U",12456,"O","MEX",81.5,"Cultura"
"P",12457,"M","EXT",81.5,"Cultura"
"P",12458,"F","MEX",79.1,"Cultura"
"P",12459,"F","EXT",81.3,"Cultura"
"U",12460,"M","EXT",77.6,"Ninguna"
"P",12461,"F","EXT",72.9,"Ninguna"
"P",12462,"M","MEX",86,"Cultura"
"U",12463,"F","EXT",80.9,"Ninguna"
"U",12464,"O","MEX",81.3,"Deportiva"
"P",12465,"O","EXT",78.5,"Ninguna"
"P",12466,"F","MEX",71.4,"Ninguna"
"U",12467,"F","MEX",66.7,"Ninguna"
"U",12468,"F","EXT",74.9,"Ninguna"
"P",12469,"F","EXT",84.7,"Cultura"
"U",12470,"O","MEX",86.7,"Deportiva"
"U",12471,"M","MEX",75.9,"Cultura"
"U",12472,"F","MEX",74.2,"Deportiva"
"P",12473,"M","EXT",77.4,"Deportiva"
"U",12474,"F","MEX",83.3,"Deportiva"
"U",12475,"M","MEX",82.9,"Cultura"
"P",12476,"F","MEX",85.4,"Cultura"
"P",12477,"O","EXT",87.7,"Ninguna"
"U",12478,"M","MEX",81,"Ninguna"
"P",12479,"M","MEX",85.8,"Deportiva"
"U",12480,"F","MEX",79.4,"Ninguna"
"U",12481,"F","EXT",83.6,"Ninguna"
"P",12482,"O","MEX",80.1,"Cultura"
"U",12483,"O","EXT",85.1,"Deportiva"
"U",12484,"F","EXT",80,"Ninguna"
"P",12485,"M","MEX",87.3,"Deportiva"
"U",12486,"M","EXT",93,"Ninguna"
"U",12487,"O","EXT",78.3,"Cultura"
"P",12488,"O","EXT",74.2,"Cultura"
"U",12489,"F","EXT",80.5,"Cultura"
"U",12490,"O","EXT",78,"Ninguna"
"P",12491,"M","MEX",78.8,"Deportiva"
"P",12492,"O","MEX",78.5,"Ninguna"
"P",12493,"F","MEX",87.1,"Cultura"
"U",12494,"F","EXT",76.5,"Cultura"
"P",12495,"O","MEX",86.1,"Ninguna"
"U",12496,"F","MEX",88.5,"Ninguna"
"U",12497,"O","EXT",84.3,"Ninguna"
"P",12498,"O","EXT",77.4,"Ninguna"
"P",12499,"M","MEX",74.2,"Deportiva"
"U",12500,"M","MEX",81.4,"Deportiva"
"U",12501,"F","MEX",75.3,"Cultura"
"P",12502,"F","MEX",72.3,"Deportiva"
"U",12503,"M","EXT",87.3,"Cultura"
"U",12504,"M","MEX",71.7,"Cultura"
"U",12505,"M","EXT",77.6,"Ninguna"
"U",12506,"M","EXT",77,"Ninguna"
"P",12507,"M","EXT",79.4,"Ninguna"
"U",12508,"O","EXT",83.7,"Cultura"
"U",12509,"F","EXT",93.2,"Ninguna"
"U",12510,"M","MEX",75.8,"Ninguna"
"U",12511,"F","EXT",76.5,"Ninguna"
"P",12512,"F","MEX",74.9,"Cultura"
"P",12513,"F","MEX",76.7,"Ninguna"
"P",12514,"M","MEX",76.2,"Ninguna"
"U",12515,"M","EXT",79.7,"Deportiva"
"U",12516,"F","MEX",81.7,"Deportiva"
"U",12517,"F","MEX",75.2,"Ninguna"
"U",12518,"M","MEX",83.6,"Ninguna"
"P",12519,"M","MEX",80.4,"Cultura"
"U",12520,"F","EXT",80.2,"Ninguna"
"P",12521,"O","EXT",79.3,"Ninguna"
"U",12522,"M","MEX",78.1,"Ninguna"
"U",12523,"F","EXT",84.5,"Cultura"
"U",12524,"M","MEX",86,"Cultura"
"U",12525,"F","MEX",78.1,"Cultura"
"U",12526,"F","MEX",70,"Cultura"
"U",12527,"F","EXT",79.5,"Ninguna"
"U",12528,"M","EXT",81,"Cultura"
"P",12529,"M","MEX",78.2,"Ninguna"
"U",12530,"M","EXT",84.8,"Deportiva"
"P",12531,"M","MEX",81.4,"Cultura"
"U",12532,"F","MEX",93.8,"Cultura"
"U",12533,"M","EXT",80.4,"Cultura"
"U",12534,"F","EXT",71.7,"Cultura"
"U",12535,"O","MEX",76.1,"Cultura"
"U",12536,"M","MEX",83.1,"Ninguna"
"U",12537,"M","EXT",81.9,"Deportiva"
"P",12538,"F","MEX",86.4,"Cultura"
"P",12539,"F","MEX",84,"Ninguna"
"P",12540,"F","MEX",76.4,"Cultura"
"P",12541,"F","EXT",87.6,"Cultura"
"U",12542,"M","EXT",77.7,"Deportiva"
"U",12543,"F","EXT",81.6,"Cultura"
"U",12544,"F","MEX",88,"Ninguna"
"U",12545,"F","MEX",78.7,"Ninguna"
"U",12546,"F","EXT",87.3,"Cultura"
"U",12547,"M","EXT",75.4,"Ninguna"
"P",12548,"F","MEX",80,"Cultura"
"U",12549,"F","MEX",78.6,"Cultura"
"U",12550,"F","MEX",80.9,"Deportiva"
"U",12551,"F","MEX",78.4,"Cultura"
"P",12552,"M","MEX",73.6,"Ninguna"
"P",12553,"O","MEX",72.8,"Cultura"
"U",12554,"F","EXT",79.3,"Deportiva"
"P",12555,"O","EXT",80.6,"Ninguna"
"U",12556,"F","EXT",88.7,"Deportiva"
"U",12557,"F","MEX",83.3,"Cultura"
"P",12558,"M","MEX",74.1,"Ninguna"
"U",12559,"F","MEX",75.2,"Cultura"
"P",12560,"O","MEX",81.8,"Deportiva"
"P",12561,"M","MEX",83.5,"Deportiva"
"P",12562,"F","EXT",76.1,"Ninguna"
"U",12563,"F","MEX",78.9,"Cultura"
"P",12564,"F","EXT",71,"Ninguna"
"P",12565,"F","MEX",70.3,"Ninguna"
"U",12566,"O","EXT",81.2,"Cultura"
"U",12567,"M","MEX",80.8,"Deportiva"
"U",12568,"F","EXT",74.1,"Cultura"
"U",12569,"M","EXT",81.1,"Cultura"
"U",12570,"F","MEX",75.3,"Deportiva"
"U",12571,"F","MEX",69.6,"Ninguna"
"P",12572,"F","MEX",81.4,"Cultura"
"U",12573,"M","MEX",76.6,"Deportiva"
"U",12574,"F","MEX",78.2,"Ninguna"
"U",12575,"F","MEX",74.2,"Deportiva"
"P",12576,"F","MEX",84.2,"Deportiva"
"U",12577,"M","EXT",81.3,"Deportiva"
"U",12578,"O","MEX",84.2,"Ninguna"
"U",12579,"F","EXT",73.9,"Cultura"
"U",12580,"M","EXT",79.3,"Ninguna"
"U",12581,"F","EXT",77.7,"Cultura"
"P",12582,"F","EXT",75.2,"Cultura"
"P",12583,"M","EXT",83.6,"Cultura"
"U",12584,"M","MEX",84.2,"Ninguna"
"P",12585,"O","MEX",84.2,"Deportiva"
"P",12586,"O","EXT",82.1,"Deportiva"
"U",12587,"F","MEX",80.8,"Ninguna"
"P",12588,"M","MEX",84.9,"Deportiva"
"U",12589,"F","MEX",81.5,"Cultura"
"P",12590,"M","MEX",76.9,"Cultura"
"P",12591,"F","EXT",75.2,"Ninguna"
"U",12592,"O","EXT",81,"Cultura"
"U",12593,"F","MEX",82,"Cultura"
"U",12594,"F","MEX",82.1,"Deportiva"
"P",12595,"F","EXT",81.6,"Cultura"
"P",12596,"M","MEX",71.3,"Ninguna"
"P",12597,"M","MEX",81.8,"Deportiva"
"U",12598,"M","MEX",82.4,"Cultura"
"U",12599,"F","EXT",80.9,"Deportiva"
"P",12600,"M","EXT",72.7,"Cultura"
"P",12601,"O","MEX",76.7,"Deportiva"
"U",12602,"F","EXT",72.2,"Ninguna"
"P",12603,"F","MEX",87.1,"Cultura"
"P",12604,"F","EXT",73.2,"Deportiva"
"U",12605,"O","MEX",81.5,"Deportiva"
"U",12606,"O","MEX",83.4,"Cultura"
"U",12607,"F","MEX",78,"Ninguna"
"P",12608,"F","MEX",90.2,"Ninguna"
"P",12609,"M","MEX",84.6,"Ninguna"
"P",12610,"F","EXT",89.7,"Cultura"
"P",12611,"F","MEX",75.7,"Cultura"
"P",12612,"F","MEX",76.1,"Cultura"
"P",12613,"O","EXT",81.9,"Cultura"
"U",12614,"M","MEX",75.1,"Cultura"
"U",12615,"M","EXT",75.9,"Cultura"
"U",12616,"O","MEX",85.4,"Cultura"
"P",12617,"O","MEX",81.8,"Cultura"
"P",12618,"F","MEX",80.1,"Cultura"
"U",12619,"F","MEX",80.3,"Deportiva"
"U",12620,"M","MEX",75.2,"Cultura"
"U",12621,"F","MEX",76.4,"Ninguna"
"P",12622,"O","MEX",76.5,"Ninguna"
"U",12623,"F","MEX",81.6,"Cultura"
"P",12624,"M","MEX",75.4,"Ninguna"
"P",12625,"F","MEX",85.7,"Ninguna"
"U",12626,"F","MEX",75,"Ninguna"
"U",12627,"M","MEX",80.8,"Deportiva"
"U",12628,"O","EXT",75.8,"Deportiva"
"U",12629,"F","MEX",80.7,"Ninguna"
"U",12630,"M","MEX",83.6,"Ninguna"
"P",12631,"O","MEX",76.5,"Cultura"
"P",12632,"F","MEX",84.8,"Ninguna"
"P",12633,"M","EXT",86.1,"Cultura"
"U",12634,"M","MEX",88.6,"Cultura"
"U",12635,"F","EXT",80.7,"Ninguna"
"U",12636,"F","MEX",85.2,"Ninguna"
"P",12637,"F","MEX",85,"Ninguna"
"P",12638,"F","MEX",79.7,"Cultura"
"P",12639,"M","MEX",76.6,"Ninguna"
"P",12640,"F","MEX",80.6,"Ninguna"
"U",12641,"M","MEX",91.8,"Deportiva"
"U",12642,"M","EXT",77.2,"Deportiva"
