"Deporte","Disciplina","Evento","Medalla","Genero","Atleta","Ciudad","Pais","Año"
"Rowing","Rowing","Four Without Coxswain (4-)","Silver","Men","AMAN, Charles","St Louis","USA",1904
"Rowing","Rowing","Four Without Coxswain (4-)","Silver","Men","BEGLEY, Michael","St Louis","USA",1904
"Rowing","Rowing","Four Without Coxswain (4-)","Silver","Men","FROMANACK, Martin","St Louis","USA",1904
"Rowing","Rowing","Four Without Coxswain (4-)","Silver","Men","SUERIG, Frederick","St Louis","USA",1904
"Rowing","Rowing","Single Sculls (1X)","Bronze","Men","TITUS, Constance","St Louis","USA",1904
"Rowing","Rowing","Single Sculls (1X)","Gold","Men","GREER, Frank","St Louis","USA",1904
"Rowing","Rowing","Single Sculls (1X)","Silver","Men","JUVENAL, James","St Louis","USA",1904
"Tennis","Tennis","Doubles","Bronze","Men","GAMBLE, Clarence Olivier","St Louis","USA",1904
"Tennis","Tennis","Doubles","Bronze","Men","WEAR, Arthur Yancey","St Louis","USA",1904
"Tennis","Tennis","Doubles","Bronze","Men","WEAR, Joseph Walker","St Louis","USA",1904
"Tennis","Tennis","Doubles","Bronze","Men","WEST, Allen Tarwater","St Louis","USA",1904
"Tennis","Tennis","Doubles","Gold","Men","LEONARD, Edgar Welch","St Louis","USA",1904
"Tennis","Tennis","Doubles","Gold","Men","WRIGHT, Beals Coleman","St Louis","USA",1904
"Tennis","Tennis","Doubles","Silver","Men","BELL, Alphonzo Edward","St Louis","USA",1904
"Tennis","Tennis","Doubles","Silver","Men","LEROY, Robert","St Louis","USA",1904
"Tennis","Tennis","Singles","Bronze","Men","BELL, Alphonzo Edward","St Louis","USA",1904
"Tennis","Tennis","Singles","Bronze","Men","LEONARD, Edgar Welch","St Louis","USA",1904
"Tennis","Tennis","Singles","Gold","Men","WRIGHT, Beals Coleman","St Louis","USA",1904
"Tennis","Tennis","Singles","Silver","Men","LEROY, Robert","St Louis","USA",1904
"Tug of War","Tug of War","Tug Of War","Bronze","Men","FRIDE, H.","St Louis","USA",1904
"Tug of War","Tug of War","Tug Of War","Bronze","Men","HABERCORN, Charles","St Louis","USA",1904
"Tug of War","Tug of War","Tug Of War","Bronze","Men","JACOBS, H.","St Louis","USA",1904
"Tug of War","Tug of War","Tug Of War","Bronze","Men","KUNGLER, Frank","St Louis","USA",1904
"Tug of War","Tug of War","Tug Of War","Bronze","Men","THEAS, Charles","St Louis","USA",1904
"Tug of War","Tug of War","Tug Of War","Gold","Men","FLANAGAN, Patrick","St Louis","USA",1904
"Tug of War","Tug of War","Tug Of War","Gold","Men","JOHNSON, Sydney B.","St Louis","USA",1904
"Tug of War","Tug of War","Tug Of War","Gold","Men","MAGNUSSEN, Conrad","St Louis","USA",1904
"Tug of War","Tug of War","Tug Of War","Gold","Men","OLSON, Oscar G.","St Louis","USA",1904
"Tug of War","Tug of War","Tug Of War","Gold","Men","SICLING, H.","St Louis","USA",1904
"Tug of War","Tug of War","Tug Of War","Silver","Men","BRAUN, Max","St Louis","USA",1904
"Tug of War","Tug of War","Tug Of War","Silver","Men","RODENBERGER, August","St Louis","USA",1904
"Tug of War","Tug of War","Tug Of War","Silver","Men","ROSE, Charles","St Louis","USA",1904
"Tug of War","Tug of War","Tug Of War","Silver","Men","SEILING, William","St Louis","USA",1904
"Tug of War","Tug of War","Tug Of War","Silver","Men","UPSHAW, Orrin Thomas","St Louis","USA",1904
"Weightlifting","Weightlifting","All-Around Dumbbell Contest","Bronze","Men","KUNGLER, Frank","St Louis","USA",1904
"Weightlifting","Weightlifting","All-Around Dumbbell Contest","Gold","Men","OSTHOFF, Oscar Paul","St Louis","USA",1904
"Weightlifting","Weightlifting","All-Around Dumbbell Contest","Silver","Men","WINTERS, Frederick","St Louis","USA",1904
"Weightlifting","Weightlifting","Heavyweight - Two Hand Lift","Bronze","Men","KUNGLER, Frank","St Louis","USA",1904
"Weightlifting","Weightlifting","Heavyweight - Two Hand Lift","Gold","Men","KAKOUSIS, Perikles","St Louis","GRE",1904
"Weightlifting","Weightlifting","Heavyweight - Two Hand Lift","Silver","Men","OSTHOFF, Oscar Paul","St Louis","USA",1904
"Wrestling","Wrestling Free.","- 47.6KG (Light-Flyweight)","Bronze","Men","THIEFENTHALER, Gustav","St Louis","USA",1904
"Wrestling","Wrestling Free.","- 47.6KG (Light-Flyweight)","Gold","Men","CURRY, Robert","St Louis","USA",1904
"Wrestling","Wrestling Free.","- 47.6KG (Light-Flyweight)","Silver","Men","HEIN, John","St Louis","USA",1904
"Wrestling","Wrestling Free.","+ 71.67KG (Heavyweight)","Bronze","Men","WARMBOLD, Frederick Charles","St Louis","USA",1904
"Wrestling","Wrestling Free.","+ 71.67KG (Heavyweight)","Gold","Men","HANSEN, Bernhuff","St Louis","USA",1904
"Wrestling","Wrestling Free.","+ 71.67KG (Heavyweight)","Silver","Men","KUNGLER, Frank","St Louis","USA",1904
"Wrestling","Wrestling Free.","47.6 - 52.16KG (Flyweight)","Bronze","Men","NELSON, William","St Louis","USA",1904
"Wrestling","Wrestling Free.","47.6 - 52.16KG (Flyweight)","Gold","Men","MEHNERT, George Nicholas","St Louis","USA",1904
"Wrestling","Wrestling Free.","47.6 - 52.16KG (Flyweight)","Silver","Men","BAUER, Gustav","St Louis","USA",1904
"Wrestling","Wrestling Free.","52.16 - 56.7KG (Bantamweight)","Bronze","Men","STREBLER, Zenon B.","St Louis","USA",1904
"Wrestling","Wrestling Free.","52.16 - 56.7KG (Bantamweight)","Gold","Men","NIFLOT, Isidor","St Louis","USA",1904
"Wrestling","Wrestling Free.","52.16 - 56.7KG (Bantamweight)","Silver","Men","WESTER, August","St Louis","USA",1904
"Wrestling","Wrestling Free.","56.7 - 61.23KG (Featherweight)","Bronze","Men","CLAPPER, Charles E.","St Louis","USA",1904
"Wrestling","Wrestling Free.","56.7 - 61.23KG (Featherweight)","Gold","Men","BRADSHAW, Benjamin Joseph","St Louis","USA",1904
"Wrestling","Wrestling Free.","56.7 - 61.23KG (Featherweight)","Silver","Men","MCLEAR, Theodore","St Louis","USA",1904
"Wrestling","Wrestling Free.","61.23 - 65.77KG (Lightweight)","Bronze","Men","ZIRKEL, Albert","St Louis","USA",1904
"Wrestling","Wrestling Free.","61.23 - 65.77KG (Lightweight)","Gold","Men","ROEHM, Otto F.","St Louis","USA",1904
"Wrestling","Wrestling Free.","61.23 - 65.77KG (Lightweight)","Silver","Men","TESING, Rudolph","St Louis","USA",1904
"Wrestling","Wrestling Free.","65.77 - 71.67KG (Welterweight)","Bronze","Men","WINHOLTZ, Jerry","St Louis","USA",1904
"Wrestling","Wrestling Free.","65.77 - 71.67KG (Welterweight)","Gold","Men","ERICKSEN, Charles","St Louis","USA",1904
"Wrestling","Wrestling Free.","65.77 - 71.67KG (Welterweight)","Silver","Men","BECKMANN, William","St Louis","USA",1904
"Aquatics","Diving","10M Platform","Bronze","Men","SPANGBERG, Arvid","London","SWE",1908
"Aquatics","Diving","10M Platform","Gold","Men","JOHANSSON, Hjalmar","London","SWE",1908
"Aquatics","Diving","10M Platform","Silver","Men","MALMSTRÖM, Karl","London","SWE",1908
"Aquatics","Diving","3M Springboard","Bronze","Men","GAIDZIK, George William","London","USA",1908
"Aquatics","Diving","3M Springboard","Bronze","Men","WALZ, Gottlob","London","GER",1908
"Aquatics","Diving","3M Springboard","Gold","Men","ZÜRNER, Albert","London","GER",1908
"Aquatics","Diving","3M Springboard","Silver","Men","BEHRENS, Kurt","London","GER",1908
"Aquatics","Swimming","100M Backstroke","Bronze","Men","HARESNAPE, Herbert Nickall","London","GBR",1908
"Aquatics","Swimming","100M Backstroke","Gold","Men","BIEBERSTEIN, Arno","London","GER",1908
"Aquatics","Swimming","100M Backstroke","Silver","Men","DAM, Hans Peter Ludwig","London","DEN",1908
"Aquatics","Swimming","100M Freestyle","Bronze","Men","JULIN, Harald S.A.","London","SWE",1908
"Aquatics","Swimming","100M Freestyle","Gold","Men","DANIELS, Charles","London","USA",1908
"Aquatics","Swimming","100M Freestyle","Silver","Men","HALMAY, Zoltan","London","HUN",1908
"Aquatics","Swimming","1500M Freestyle","Bronze","Men","BEAUREPAIRE, Frank E.","London","ANZ",1908
"Aquatics","Swimming","1500M Freestyle","Gold","Men","TAYLOR, Henry","London","GBR",1908
"Aquatics","Swimming","1500M Freestyle","Silver","Men","BATTERSBY, Thomas Sidney","London","GBR",1908
"Aquatics","Swimming","200M Breaststroke","Bronze","Men","HANSSON, Pontus","London","SWE",1908
"Aquatics","Swimming","200M Breaststroke","Gold","Men","HOLMAN, Frederick","London","GBR",1908
"Aquatics","Swimming","200M Breaststroke","Silver","Men","ROBINSON, William Walter","London","GBR",1908
"Aquatics","Swimming","400M Freestyle","Bronze","Men","SCHEFF, Otto","London","AUT",1908
"Aquatics","Swimming","400M Freestyle","Gold","Men","TAYLOR, Henry","London","GBR",1908
"Aquatics","Swimming","400M Freestyle","Silver","Men","BEAUREPAIRE, Frank E.","London","ANZ",1908
"Aquatics","Swimming","4X200M Freestyle Relay","Bronze","Men","DANIELS, Charles","London","USA",1908
"Aquatics","Swimming","4X200M Freestyle Relay","Bronze","Men","GOODWIN, Leo Budd","London","USA",1908
"Aquatics","Swimming","4X200M Freestyle Relay","Bronze","Men","HEBNER, Harry J.","London","USA",1908
"Aquatics","Swimming","4X200M Freestyle Relay","Bronze","Men","RICH, Leslie George","London","USA",1908
"Aquatics","Swimming","4X200M Freestyle Relay","Gold","Men","DERBYSHIRE, John Henry","London","GBR",1908
"Aquatics","Swimming","4X200M Freestyle Relay","Gold","Men","FOSTER, William","London","GBR",1908
"Aquatics","Swimming","4X200M Freestyle Relay","Gold","Men","RADMILOVIC, Paul","London","GBR",1908
"Aquatics","Swimming","4X200M Freestyle Relay","Gold","Men","TAYLOR, Henry","London","GBR",1908
"Aquatics","Swimming","4X200M Freestyle Relay","Silver","Men","HALMAY, Zoltan","London","HUN",1908
"Aquatics","Swimming","4X200M Freestyle Relay","Silver","Men","LAS TORRES, Béla","London","HUN",1908
"Aquatics","Swimming","4X200M Freestyle Relay","Silver","Men","MUNK, Jozsef","London","HUN",1908
"Aquatics","Swimming","4X200M Freestyle Relay","Silver","Men","ZACHAR, Imre","London","HUN",1908
"Aquatics","Water polo","Water Polo","Gold","Men","CORNET, George Thomson","London","GBR",1908
"Aquatics","Water polo","Water Polo","Gold","Men","FORSYTH, Charles Eric","London","GBR",1908
"Aquatics","Water polo","Water Polo","Gold","Men","NEVINSON, George Wilfrid","London","GBR",1908
"Aquatics","Water polo","Water Polo","Gold","Men","RADMILOVIC, Paul","London","GBR",1908
"Aquatics","Water polo","Water Polo","Gold","Men","SMITH, Charles Sydney","London","GBR",1908
"Aquatics","Water polo","Water Polo","Gold","Men","THOULD, Thomas Henry","London","GBR",1908
"Aquatics","Water polo","Water Polo","Gold","Men","WILKINSON, George","London","GBR",1908
"Aquatics","Water polo","Water Polo","Silver","Men","BOIN, Victor","London","BEL",1908
"Aquatics","Water polo","Water Polo","Silver","Men","DONNERS, Hermann","London","BEL",1908
"Aquatics","Water polo","Water Polo","Silver","Men","FEYAERTS, Fernand","London","BEL",1908
"Aquatics","Water polo","Water Polo","Silver","Men","GREGOIRE, Oscar","London","BEL",1908
"Aquatics","Water polo","Water Polo","Silver","Men","MEYBOOM, Herman","London","BEL",1908
"Aquatics","Water polo","Water Polo","Silver","Men","MICHANT, Albert","London","BEL",1908
"Aquatics","Water polo","Water Polo","Silver","Men","PLETINCX, Joseph","London","BEL",1908
"Archery","Archery","Continental Style 50M","Bronze","Men","CABARET, Gustave","London","FRA",1908
"Archery","Archery","Continental Style 50M","Gold","Men","GRISOT, EugÃ¨ne G.","London","FRA",1908
"Archery","Archery","Continental Style 50M","Silver","Men","VERNET, Louis","London","FRA",1908
"Archery","Archery","National Round (60Y - 50Y)","Bronze","Women","HILL-LOWE, Beatrice Geraldine","London","GBR",1908
"Archery","Archery","National Round (60Y - 50Y)","Gold","Women","NEWALL, Sybil Fenton Quenni","London","GBR",1908
"Archery","Archery","National Round (60Y - 50Y)","Silver","Women","DOD, Charlotte","London","GBR",1908
"Archery","Archery","York Round (100Y - 80Y - 60Y)","Bronze","Men","RICHARDSON, Henry Barber","London","USA",1908
"Archery","Archery","York Round (100Y - 80Y - 60Y)","Gold","Men","DOD, William","London","GBR",1908
"Archery","Archery","York Round (100Y - 80Y - 60Y)","Silver","Men","BROOKS-KING, Reginald B.","London","GBR",1908
"Athletics","Athletics","100M","Bronze","Men","KERR, Robert","London","CAN",1908
"Athletics","Athletics","100M","Gold","Men","WALKER, Reginald","London","RSA",1908
"Athletics","Athletics","100M","Silver","Men","RECTOR, James","London","USA",1908
"Athletics","Athletics","10Miles Walk (16093M)","Bronze","Men","SPENCER, Edward Adams","London","GBR",1908
"Athletics","Athletics","10Miles Walk (16093M)","Gold","Men","LARNER, George Edward","London","GBR",1908
"Athletics","Athletics","10Miles Walk (16093M)","Silver","Men","WEBB, Ernest","London","GBR",1908
"Athletics","Athletics","110M Hurdles","Bronze","Men","SHAW, Arthur","London","USA",1908
"Athletics","Athletics","110M Hurdles","Gold","Men","SMITHSON, Forrest","London","USA",1908
"Athletics","Athletics","110M Hurdles","Silver","Men","GARRELS, John Carlyle","London","USA",1908
"Athletics","Athletics","1500M","Bronze","Men","HALLOWS, Norman","London","GBR",1908
"Athletics","Athletics","1500M","Gold","Men","SHEPPARD, Melvin","London","USA",1908
"Athletics","Athletics","1500M","Silver","Men","WILSON, Harold","London","GBR",1908
"Athletics","Athletics","200M","Bronze","Men","CARTMELL, John Nathaniel","London","USA",1908
"Athletics","Athletics","200M","Gold","Men","KERR, Robert","London","CAN",1908
"Athletics","Athletics","200M","Silver","Men","CLOUGHEN, Robert","London","USA",1908
"Athletics","Athletics","3200M Steeplechase","Bronze","Men","EISELE, John Lincoln","London","USA",1908
"Athletics","Athletics","3200M Steeplechase","Gold","Men","RUSSELL, Arthur","London","GBR",1908
"Athletics","Athletics","3200M Steeplechase","Silver","Men","ROBERTSON, Arthur James","London","GBR",1908
"Athletics","Athletics","3500M Walk","Bronze","Men","KERR, Harry E.","London","ANZ",1908
"Athletics","Athletics","3500M Walk","Gold","Men","LARNER, George Edward","London","GBR",1908
"Athletics","Athletics","3500M Walk","Silver","Men","WEBB, Ernest","London","GBR",1908
"Athletics","Athletics","3Miles Team (4828M)","Bronze","Men","DE FLEURAC, Louis N.","London","FRA",1908
"Athletics","Athletics","3Miles Team (4828M)","Bronze","Men","DREHER, Joseph","London","FRA",1908
"Athletics","Athletics","3Miles Team (4828M)","Bronze","Men","LIJANDIER, Paul","London","FRA",1908
"Athletics","Athletics","3Miles Team (4828M)","Gold","Men","COALES, William","London","GBR",1908
"Athletics","Athletics","3Miles Team (4828M)","Gold","Men","DEAKIN, Joseph Edmund","London","GBR",1908
"Athletics","Athletics","3Miles Team (4828M)","Gold","Men","ROBERTSON, Arthur James","London","GBR",1908
"Athletics","Athletics","3Miles Team (4828M)","Silver","Men","BONHAG, George V.","London","USA",1908
"Athletics","Athletics","3Miles Team (4828M)","Silver","Men","EISELE, John Lincoln","London","USA",1908
"Athletics","Athletics","3Miles Team (4828M)","Silver","Men","TRUBE, Herbert Lawrence","London","USA",1908
"Athletics","Athletics","400M","Gold","Men","HALSWELLE, Wyndham","London","GBR",1908
"Athletics","Athletics","400M Hurdles","Bronze","Men","TREMEER, Leonard Francis","London","GBR",1908
"Athletics","Athletics","400M Hurdles","Gold","Men","BACON, Charles Joseph","London","USA",1908
"Athletics","Athletics","400M Hurdles","Silver","Men","HILLMAN, Harry","London","USA",1908
"Athletics","Athletics","4X400M Relay","Bronze","Men","BODOR, Ödön","London","HUN",1908
"Athletics","Athletics","4X400M Relay","Bronze","Men","NAGY, Jozsef","London","HUN",1908
"Athletics","Athletics","4X400M Relay","Bronze","Men","RACZ, G.","London","HUN",1908
"Athletics","Athletics","4X400M Relay","Bronze","Men","SIMON, Pal","London","HUN",1908
"Athletics","Athletics","4X400M Relay","Gold","Men","CARTMELL, John Nathaniel","London","USA",1908
"Athletics","Athletics","4X400M Relay","Gold","Men","HAMILTON, William Frank","London","USA",1908
"Athletics","Athletics","4X400M Relay","Gold","Men","SHEPPARD, Melvin","London","USA",1908
"Athletics","Athletics","4X400M Relay","Gold","Men","TAYLOR, John Baxter","London","USA",1908
"Athletics","Athletics","4X400M Relay","Silver","Men","BRAUN, Hans","London","GER",1908
"Athletics","Athletics","4X400M Relay","Silver","Men","EICKE, Hans","London","GER",1908
"Athletics","Athletics","4X400M Relay","Silver","Men","HOFFMANN, Artur","London","GER",1908
"Athletics","Athletics","4X400M Relay","Silver","Men","TRIELOFF, Otto P.","London","GER",1908
"Athletics","Athletics","5 Miles (8047M)","Bronze","Men","SVANBERG, Johan Fritiof","London","SWE",1908
"Athletics","Athletics","5 Miles (8047M)","Gold","Men","VOIGT, Emil Robert","London","GBR",1908
"Athletics","Athletics","5 Miles (8047M)","Silver","Men","OWEN, Edward","London","GBR",1908
"Athletics","Athletics","800M","Bronze","Men","BRAUN, Hans","London","GER",1908
"Athletics","Athletics","800M","Gold","Men","SHEPPARD, Melvin","London","USA",1908
"Athletics","Athletics","800M","Silver","Men","LUNGHI, Emilio","London","ITA",1908
"Athletics","Athletics","Discus Throw","Bronze","Men","HORR, Marquis Franklin","London","USA",1908
"Athletics","Athletics","Discus Throw","Gold","Men","SHERIDAN, Martin","London","USA",1908
"Athletics","Athletics","Discus Throw","Silver","Men","GIFFIN, Merritt Hayward","London","USA",1908
"Athletics","Athletics","Discus Throw Ancient Style","Bronze","Men","JÄRVINEN, Werner","London","FIN",1908
"Athletics","Athletics","Discus Throw Ancient Style","Gold","Men","SHERIDAN, Martin","London","USA",1908
"Athletics","Athletics","Discus Throw Ancient Style","Silver","Men","HORR, Marquis Franklin","London","USA",1908
"Athletics","Athletics","Hammer Throw","Bronze","Men","WALSH, Cornelius","London","CAN",1908
"Athletics","Athletics","Hammer Throw","Gold","Men","FLANAGAN, John Jesus","London","USA",1908
"Athletics","Athletics","Hammer Throw","Silver","Men","MCGRATH, Matthew J.","London","USA",1908
"Athletics","Athletics","High Jump","Gold","Men","PORTER, Harry Franklin","London","USA",1908
"Athletics","Athletics","High Jump","Silver","Men","ANDRE, Georges","London","FRA",1908
"Athletics","Athletics","High Jump","Silver","Men","LEAHY, Cornelius","London","GBR",1908
"Athletics","Athletics","High Jump","Silver","Men","SOMODY, Istvan","London","HUN",1908
"Athletics","Athletics","High Jump, Standing","Gold","Men","EWRY, Ray","London","USA",1908
"Athletics","Athletics","High Jump, Standing","Silver","Men","BILLER, John","London","USA",1908
"Athletics","Athletics","High Jump, Standing","Silver","Men","TSICLITIRAS, Konstantinos","London","GRE",1908
"Athletics","Athletics","Javelin Throw","Bronze","Men","NILSSON, Otto","London","SWE",1908
"Athletics","Athletics","Javelin Throw","Gold","Men","LEMMING, Eric","London","SWE",1908
"Athletics","Athletics","Javelin Throw","Silver","Men","HALSE, Arne","London","NOR",1908
"Athletics","Athletics","Javelin Throw Freestyle","Bronze","Men","HALSE, Arne","London","NOR",1908
"Athletics","Athletics","Javelin Throw Freestyle","Gold","Men","LEMMING, Eric","London","SWE",1908
"Athletics","Athletics","Javelin Throw Freestyle","Silver","Men","DORIZAS, Mikael M.","London","GRE",1908
"Athletics","Athletics","Long Jump","Bronze","Men","BRICKER, Calvin David","London","CAN",1908
"Athletics","Athletics","Long Jump","Gold","Men","IRONS, Francis C.","London","USA",1908
"Athletics","Athletics","Long Jump","Silver","Men","KELLY, Daniel","London","USA",1908
"Athletics","Athletics","Long Jump, Standing","Bronze","Men","SHERIDAN, Martin","London","USA",1908
"Athletics","Athletics","Long Jump, Standing","Gold","Men","EWRY, Ray","London","USA",1908
"Athletics","Athletics","Long Jump, Standing","Silver","Men","TSICLITIRAS, Konstantinos","London","GRE",1908
"Athletics","Athletics","Marathon","Bronze","Men","FORSHAW, Joseph","London","USA",1908
"Athletics","Athletics","Marathon","Gold","Men","HAYES, John Joseph","London","USA",1908
"Athletics","Athletics","Marathon","Silver","Men","HEFFERON, Charles A.","London","RSA",1908
"Athletics","Athletics","Pole Vault","Bronze","Men","ARCHIBALD, Edward Blake","London","CAN",1908
"Athletics","Athletics","Pole Vault","Bronze","Men","JACOBS, Charles Sherman","London","USA",1908
"Athletics","Athletics","Pole Vault","Bronze","Men","SÖDERSTRÖM, Bruno","London","SWE",1908
"Athletics","Athletics","Pole Vault","Gold","Men","COOKE, Edward Tiffin","London","USA",1908
"Athletics","Athletics","Pole Vault","Gold","Men","GILBERT, Alfred Carleten","London","USA",1908
"Athletics","Athletics","Shot Put","Bronze","Men","GARRELS, John Carlyle","London","USA",1908
"Athletics","Athletics","Shot Put","Gold","Men","ROSE, Ralph","London","USA",1908
"Athletics","Athletics","Shot Put","Silver","Men","HORGAN, Dennis","London","GBR",1908
"Athletics","Athletics","Triple Jump","Bronze","Men","LARSEN, Edvard","London","NOR",1908
"Athletics","Athletics","Triple Jump","Gold","Men","AHEARNE, Timoty J.","London","GBR",1908
"Athletics","Athletics","Triple Jump","Silver","Men","MACDONALD, J.Garfield","London","CAN",1908
"Boxing","Boxing","- 52.62KG (Bantamweight)","Bronze","Men","WEBB, William","London","GBR",1908
"Boxing","Boxing","- 52.62KG (Bantamweight)","Gold","Men","THOMAS, A. Henry","London","GBR",1908
"Boxing","Boxing","- 52.62KG (Bantamweight)","Silver","Men","CONDON, John","London","GBR",1908
"Boxing","Boxing","+ 71.67KG (Heavyweight)","Bronze","Men","PARKS, Frederick","London","GBR",1908
"Boxing","Boxing","+ 71.67KG (Heavyweight)","Gold","Men","OLDMAN, Albert Leonard","London","GBR",1908
"Boxing","Boxing","+ 71.67KG (Heavyweight)","Silver","Men","EVANS, Sydney Charles H.","London","GBR",1908
"Boxing","Boxing","52.62 - 57.15KG (Featherweight)","Bronze","Men","RODDIN, Hugh","London","GBR",1908
"Boxing","Boxing","52.62 - 57.15KG (Featherweight)","Gold","Men","GUNN, Richard Kenneth","London","GBR",1908
"Boxing","Boxing","52.62 - 57.15KG (Featherweight)","Silver","Men","MORRIS, Charles W.","London","GBR",1908
"Boxing","Boxing","57.15 - 63.5KG (Lightweight)","Bronze","Men","JOHNSON, Harry H.","London","GBR",1908
"Boxing","Boxing","57.15 - 63.5KG (Lightweight)","Gold","Men","GRACE, Frederick","London","GBR",1908
"Boxing","Boxing","57.15 - 63.5KG (Lightweight)","Silver","Men","SPILLER, M. Frederick","London","GBR",1908
"Boxing","Boxing","63.5 - 71.67KG (Middleweight)","Bronze","Men","PHILO, William","London","GBR",1908
"Boxing","Boxing","63.5 - 71.67KG (Middleweight)","Gold","Men","DOUGLAS, John William Henry T.","London","GBR",1908
"Boxing","Boxing","63.5 - 71.67KG (Middleweight)","Silver","Men","BAKER, Reginald L.","London","ANZ",1908
"Cycling","Cycling Track","100KM","Bronze","Men","LAPIZE, Octave","London","FRA",1908
"Cycling","Cycling Track","100KM","Gold","Men","BARTLETT, Charles Henry","London","GBR",1908
"Cycling","Cycling Track","100KM","Silver","Men","DENNY, Arthur","London","GBR",1908
"Cycling","Cycling Track","1980 Yards Pursuit, Team","Bronze","Men","ANDERSON, William","London","CAN",1908
"Cycling","Cycling Track","1980 Yards Pursuit, Team","Bronze","Men","ANDREWS, Walter","London","CAN",1908
"Cycling","Cycling Track","1980 Yards Pursuit, Team","Bronze","Men","MCCARTHY, Frederick","London","CAN",1908
"Cycling","Cycling Track","1980 Yards Pursuit, Team","Bronze","Men","MORTON, William","London","CAN",1908
"Cycling","Cycling Track","1980 Yards Pursuit, Team","Gold","Men","JONES, Benjamin","London","GBR",1908
"Cycling","Cycling Track","1980 Yards Pursuit, Team","Gold","Men","KINGSBURY, Clarence Brickwood","London","GBR",1908
"Cycling","Cycling Track","1980 Yards Pursuit, Team","Gold","Men","MEREDITH, Leonard Lewis","London","GBR",1908
"Cycling","Cycling Track","1980 Yards Pursuit, Team","Gold","Men","PAYNE, Ernest","London","GBR",1908
"Cycling","Cycling Track","1980 Yards Pursuit, Team","Silver","Men","GÖTZE, Max","London","GER",1908
"Cycling","Cycling Track","1980 Yards Pursuit, Team","Silver","Men","KATZER, Rudolf","London","GER",1908
"Cycling","Cycling Track","1980 Yards Pursuit, Team","Silver","Men","MARTENS, Herman","London","GER",1908
"Cycling","Cycling Track","1980 Yards Pursuit, Team","Silver","Men","NEUMER, Karl","London","GER",1908
"Cycling","Cycling Track","2000M Tandem","Bronze","Men","BROOKS, Colin","London","GBR",1908
"Cycling","Cycling Track","2000M Tandem","Bronze","Men","ISAACS, Walter H.T.","London","GBR",1908
"Cycling","Cycling Track","2000M Tandem","Gold","Men","AUFFRAY, André","London","FRA",1908
"Cycling","Cycling Track","2000M Tandem","Gold","Men","SCHILLES, Maurice","London","FRA",1908
"Cycling","Cycling Track","2000M Tandem","Silver","Men","HAMLIN, Frederick G.","London","GBR",1908
"Cycling","Cycling Track","2000M Tandem","Silver","Men","JOHNSON, Horace Thomas","London","GBR",1908
"Cycling","Cycling Track","20KM","Bronze","Men","WERBROECK, Joseph","London","BEL",1908
"Cycling","Cycling Track","20KM","Gold","Men","KINGSBURY, Clarence Brickwood","London","GBR",1908
"Cycling","Cycling Track","20KM","Silver","Men","JONES, Benjamin","London","GBR",1908
"Cycling","Cycling Track","5000M","Bronze","Men","AUFFRAY, André","London","FRA",1908
"Cycling","Cycling Track","5000M","Gold","Men","JONES, Benjamin","London","GBR",1908
"Cycling","Cycling Track","5000M","Silver","Men","SCHILLES, Maurice","London","FRA",1908
"Cycling","Cycling Track","One Lap (660Y) Sprint","Bronze","Men","NEUMER, Karl","London","GER",1908
"Cycling","Cycling Track","One Lap (660Y) Sprint","Gold","Men","JOHNSON, Victor Louis","London","GBR",1908
"Cycling","Cycling Track","One Lap (660Y) Sprint","Silver","Men","DEMANGEL, Emile","London","FRA",1908
"Fencing","Fencing","Épée Individual","Bronze","Men","OLIVIER, Eugène Victor","London","FRA",1908
"Fencing","Fencing","Épée Individual","Gold","Men","ALIBERT, Gaston","London","FRA",1908
"Fencing","Fencing","Épée Individual","Silver","Men","LIPPMANN, Alexandre","London","FRA",1908
"Fencing","Fencing","Épée Team","Bronze","Men","ANSPACH, Paul","London","BEL",1908
"Fencing","Fencing","Épée Team","Bronze","Men","BEURAIN, Désiré","London","BEL",1908
"Fencing","Fencing","Épée Team","Bronze","Men","DE MONTIGNY, Fernand","London","BEL",1908
"Fencing","Fencing","Épée Team","Bronze","Men","FEYERICK, Ferdinand","London","BEL",1908
"Fencing","Fencing","Épée Team","Bronze","Men","ROM, François","London","BEL",1908
"Fencing","Fencing","Épée Team","Gold","Men","ALIBERT, Gaston","London","FRA",1908
"Fencing","Fencing","Épée Team","Gold","Men","BERGER, Henri-Georges","London","FRA",1908
"Fencing","Fencing","Épée Team","Gold","Men","COLLIGNON, Charles","London","FRA",1908
"Fencing","Fencing","Épée Team","Gold","Men","OLIVIER, Eugène Victor","London","FRA",1908
"Fencing","Fencing","Épée Team","Silver","Men","DANIELL, Charles Leaf","London","GBR",1908
"Fencing","Fencing","Épée Team","Silver","Men","HAIG, Cecil Henry","London","GBR",1908
"Fencing","Fencing","Épée Team","Silver","Men","HOLT, Martin Drummond","London","GBR",1908
"Fencing","Fencing","Épée Team","Silver","Men","MONTGOMERIE, Robert Cecil","London","GBR",1908
"Fencing","Fencing","Sabre Individual","Bronze","Men","GOPPOLD DE LOBSDORF, Vilem","London","BOH",1908
"Fencing","Fencing","Sabre Individual","Gold","Men","FUCHS, Jenö","London","HUN",1908
"Fencing","Fencing","Sabre Individual","Silver","Men","ZULAWSKY, Béla","London","HUN",1908
