hpi_flavor,frequency,place_name,index,gdp_pc,inflation_avg,unemployment_rate,current_account_bal,date,gspc_close
purchase-only,monthly,Mountain Division,563.59,60963.65,4.084,3.569,-2.951,01/01/23,4076.600098
purchase-only,monthly,Mountain Division,570.43,60963.65,4.084,3.569,-2.951,01/02/23,3970.149902
purchase-only,monthly,Mountain Division,564.75,60963.65,4.084,3.569,-2.951,01/03/23,4109.310059
purchase-only,monthly,Mountain Division,568.28,60963.65,4.084,3.569,-2.951,01/04/23,4169.47998
purchase-only,monthly,Mountain Division,570.13,60963.65,4.084,3.569,-2.951,01/05/23,4179.830078
purchase-only,monthly,Mountain Division,575.54,60963.65,4.084,3.569,-2.951,01/06/23,4450.379883
purchase-only,monthly,Mountain Division,578.95,60963.65,4.084,3.569,-2.951,01/07/23,4588.959961
purchase-only,monthly,Mountain Division,583.9,60963.65,4.084,3.569,-2.951,01/08/23,4507.660156
purchase-only,monthly,Mountain Division,589.28,60963.65,4.084,3.569,-2.951,01/09/23,4288.049805
purchase-only,monthly,Mountain Division,588.47,60963.65,4.084,3.569,-2.951,01/10/23,4193.799805
purchase-only,monthly,Mountain Division,592.74,60963.65,4.084,3.569,-2.951,01/11/23,4567.799805
purchase-only,monthly,New England Division,100.0,36944.07,4.216,6.85,0.047,01/01/91,343.9299927
purchase-only,monthly,New England Division,102.26,36944.07,4.216,6.85,0.047,01/02/91,367.0700073
purchase-only,monthly,New England Division,101.22,36944.07,4.216,6.85,0.047,01/03/91,375.2200012
purchase-only,monthly,New England Division,100.91,36944.07,4.216,6.85,0.047,01/04/91,375.3399963
purchase-only,monthly,New England Division,99.58,36944.07,4.216,6.85,0.047,01/05/91,389.8299866
purchase-only,monthly,New England Division,98.5,36944.07,4.216,6.85,0.047,01/06/91,371.1600037
purchase-only,monthly,New England Division,98.58,36944.07,4.216,6.85,0.047,01/07/91,387.8099976
purchase-only,monthly,New England Division,97.76,36944.07,4.216,6.85,0.047,01/08/91,395.4299927
purchase-only,monthly,New England Division,98.92,36944.07,4.216,6.85,0.047,01/09/91,387.8599854
purchase-only,monthly,New England Division,98.55,36944.07,4.216,6.85,0.047,01/10/91,392.4500122
purchase-only,monthly,New England Division,97.06,36944.07,4.216,6.85,0.047,01/11/91,375.2200012
purchase-only,monthly,New England Division,98.53,36944.07,4.216,6.85,0.047,01/12/91,417.0899963
purchase-only,monthly,New England Division,99.76,37741.19,3.042,7.492,-0.792,01/01/92,408.7799988
purchase-only,monthly,New England Division,100.3,37741.19,3.042,7.492,-0.792,01/02/92,412.7000122
purchase-only,monthly,New England Division,99.39,37741.19,3.042,7.492,-0.792,01/03/92,403.6900024
purchase-only,monthly,New England Division,98.36,37741.19,3.042,7.492,-0.792,01/04/92,414.9500122
purchase-only,monthly,New England Division,97.23,37741.19,3.042,7.492,-0.792,01/05/92,415.3500061
purchase-only,monthly,New England Division,96.21,37741.19,3.042,7.492,-0.792,01/06/92,408.1400146
purchase-only,monthly,New England Division,96.55,37741.19,3.042,7.492,-0.792,01/07/92,424.2099915
purchase-only,monthly,New England Division,97.55,37741.19,3.042,7.492,-0.792,01/08/92,414.0299988
purchase-only,monthly,New England Division,97.33,37741.19,3.042,7.492,-0.792,01/09/92,417.7999878
purchase-only,monthly,New England Division,97.86,37741.19,3.042,7.492,-0.792,01/10/92,418.6799927
purchase-only,monthly,New England Division,98.34,37741.19,3.042,7.492,-0.792,01/11/92,431.3500061
purchase-only,monthly,New England Division,97.29,37741.19,3.042,7.492,-0.792,01/12/92,435.7099915
purchase-only,monthly,New England Division,96.51,38277.58,2.97,6.908,-1.237,01/01/93,438.7799988
purchase-only,monthly,New England Division,95.11,38277.58,2.97,6.908,-1.237,01/02/93,443.3800049
purchase-only,monthly,New England Division,95.47,38277.58,2.97,6.908,-1.237,01/03/93,451.6700134
purchase-only,monthly,New England Division,96.32,38277.58,2.97,6.908,-1.237,01/04/93,440.1900024
purchase-only,monthly,New England Division,96.02,38277.58,2.97,6.908,-1.237,01/05/93,450.1900024
purchase-only,monthly,New England Division,96.55,38277.58,2.97,6.908,-1.237,01/06/93,450.5299988
purchase-only,monthly,New England Division,96.45,38277.58,2.97,6.908,-1.237,01/07/93,448.1300049
purchase-only,monthly,New England Division,96.17,38277.58,2.97,6.908,-1.237,01/08/93,463.5599976
purchase-only,monthly,New England Division,95.91,38277.58,2.97,6.908,-1.237,01/09/93,458.9299927
purchase-only,monthly,New England Division,95.03,38277.58,2.97,6.908,-1.237,01/10/93,467.8299866
purchase-only,monthly,New England Division,96.16,38277.58,2.97,6.908,-1.237,01/11/93,461.7900085
purchase-only,monthly,New England Division,96.75,38277.58,2.97,6.908,-1.237,01/12/93,466.4500122
purchase-only,monthly,New England Division,95.97,39339.0,2.596,6.1,-1.669,01/01/94,481.6099854
purchase-only,monthly,New England Division,96.73,39339.0,2.596,6.1,-1.669,01/02/94,467.1400146
purchase-only,monthly,New England Division,97.68,39339.0,2.596,6.1,-1.669,01/03/94,445.769989
purchase-only,monthly,New England Division,96.61,39339.0,2.596,6.1,-1.669,01/04/94,450.9100037
purchase-only,monthly,New England Division,96.85,39339.0,2.596,6.1,-1.669,01/05/94,456.5
purchase-only,monthly,New England Division,97.49,39339.0,2.596,6.1,-1.669,01/06/94,444.269989
purchase-only,monthly,New England Division,97.1,39339.0,2.596,6.1,-1.669,01/07/94,458.2600098
purchase-only,monthly,New England Division,96.57,39339.0,2.596,6.1,-1.669,01/08/94,475.4899902
purchase-only,monthly,New England Division,96.69,39339.0,2.596,6.1,-1.669,01/09/94,462.7099915
purchase-only,monthly,New England Division,96.42,39339.0,2.596,6.1,-1.669,01/10/94,472.3500061
purchase-only,monthly,New England Division,96.34,39339.0,2.596,6.1,-1.669,01/11/94,453.6900024
purchase-only,monthly,New England Division,96.75,39339.0,2.596,6.1,-1.669,01/12/94,459.269989
purchase-only,monthly,New England Division,96.13,39919.87,2.805,5.592,-1.487,01/01/95,470.4200134
purchase-only,monthly,New England Division,96.78,39919.87,2.805,5.592,-1.487,01/02/95,487.3900146
purchase-only,monthly,New England Division,96.85,39919.87,2.805,5.592,-1.487,01/03/95,500.7099915
purchase-only,monthly,New England Division,96.93,39919.87,2.805,5.592,-1.487,01/04/95,514.710022
purchase-only,monthly,New England Division,97.3,39919.87,2.805,5.592,-1.487,01/05/95,533.4000244
purchase-only,monthly,New England Division,97.22,39919.87,2.805,5.592,-1.487,01/06/95,544.75
purchase-only,monthly,New England Division,97.83,39919.87,2.805,5.592,-1.487,01/07/95,562.0599976
purchase-only,monthly,New England Division,97.8,39919.87,2.805,5.592,-1.487,01/08/95,561.8800049
purchase-only,monthly,New England Division,97.38,39919.87,2.805,5.592,-1.487,01/09/95,584.4099731
purchase-only,monthly,New England Division,97.8,39919.87,2.805,5.592,-1.487,01/10/95,581.5
purchase-only,monthly,New England Division,97.6,39919.87,2.805,5.592,-1.487,01/11/95,605.3699951
purchase-only,monthly,New England Division,97.84,39919.87,2.805,5.592,-1.487,01/12/95,615.9299927
purchase-only,monthly,New England Division,100.0,40946.0,2.937,5.408,-1.546,01/01/96,636.0200195
purchase-only,monthly,New England Division,99.58,40946.0,2.937,5.408,-1.546,01/02/96,640.4299927
purchase-only,monthly,New England Division,99.18,40946.0,2.937,5.408,-1.546,01/03/96,645.5
purchase-only,monthly,New England Division,99.19,40946.0,2.937,5.408,-1.546,01/04/96,654.1699829
purchase-only,monthly,New England Division,99.85,40946.0,2.937,5.408,-1.546,01/05/96,669.1199951
purchase-only,monthly,New England Division,99.9,40946.0,2.937,5.408,-1.546,01/06/96,670.6300049
purchase-only,monthly,New England Division,99.83,40946.0,2.937,5.408,-1.546,01/07/96,639.9500122
purchase-only,monthly,New England Division,100.12,40946.0,2.937,5.408,-1.546,01/08/96,651.9899902
purchase-only,monthly,New England Division,100.53,40946.0,2.937,5.408,-1.546,01/09/96,687.3300171
purchase-only,monthly,New England Division,100.21,40946.0,2.937,5.408,-1.546,01/10/96,705.2700195
purchase-only,monthly,New England Division,99.98,40946.0,2.937,5.408,-1.546,01/11/96,757.0200195
purchase-only,monthly,New England Division,100.94,40946.0,2.937,5.408,-1.546,01/12/96,740.7399902
purchase-only,monthly,New England Division,101.24,42258.86,2.338,4.942,-1.641,01/01/97,786.1599731
purchase-only,monthly,New England Division,100.7,42258.86,2.338,4.942,-1.641,01/02/97,790.8200073
purchase-only,monthly,New England Division,101.3,42258.86,2.338,4.942,-1.641,01/03/97,757.1199951
purchase-only,monthly,New England Division,102.35,42258.86,2.338,4.942,-1.641,01/04/97,801.3400269
purchase-only,monthly,New England Division,102.24,42258.86,2.338,4.942,-1.641,01/05/97,848.2800293
purchase-only,monthly,New England Division,102.46,42258.86,2.338,4.942,-1.641,01/06/97,885.1400146
purchase-only,monthly,New England Division,102.7,42258.86,2.338,4.942,-1.641,01/07/97,954.3099976
purchase-only,monthly,New England Division,103.32,42258.86,2.338,4.942,-1.641,01/08/97,899.4699707
purchase-only,monthly,New England Division,102.95,42258.86,2.338,4.942,-1.641,01/09/97,947.2800293
purchase-only,monthly,New England Division,104.4,42258.86,2.338,4.942,-1.641,01/10/97,914.6199951
purchase-only,monthly,New England Division,104.7,42258.86,2.338,4.942,-1.641,01/11/97,955.4000244
purchase-only,monthly,New England Division,105.38,42258.86,2.338,4.942,-1.641,01/12/97,970.4299927
purchase-only,monthly,New England Division,104.13,43640.76,1.547,4.5,-2.373,01/01/98,980.2800293
purchase-only,monthly,New England Division,107.33,43640.76,1.547,4.5,-2.373,01/02/98,1049.339966
purchase-only,monthly,New England Division,107.07,43640.76,1.547,4.5,-2.373,01/03/98,1101.75
purchase-only,monthly,New England Division,107.88,43640.76,1.547,4.5,-2.373,01/04/98,1111.75
purchase-only,monthly,New England Division,108.54,43640.76,1.547,4.5,-2.373,01/05/98,1090.819946
purchase-only,monthly,New England Division,109.39,43640.76,1.547,4.5,-2.373,01/06/98,1133.839966
purchase-only,monthly,New England Division,109.86,43640.76,1.547,4.5,-2.373,01/07/98,1120.670044
purchase-only,monthly,New England Division,110.67,43640.76,1.547,4.5,-2.373,01/08/98,957.2800293
purchase-only,monthly,New England Division,111.73,43640.76,1.547,4.5,-2.373,01/09/98,1017.01001
purchase-only,monthly,New England Division,111.78,43640.76,1.547,4.5,-2.373,01/10/98,1098.670044
purchase-only,monthly,New England Division,113.77,43640.76,1.547,4.5,-2.373,01/11/98,1163.630005
purchase-only,monthly,New England Division,114.07,43640.76,1.547,4.5,-2.373,01/12/98,1229.22998
purchase-only,monthly,New England Division,114.65,45213.48,2.193,4.217,-2.976,01/01/99,1279.640015
purchase-only,monthly,New England Division,115.86,45213.48,2.193,4.217,-2.976,01/02/99,1238.329956
purchase-only,monthly,New England Division,116.46,45213.48,2.193,4.217,-2.976,01/03/99,1286.369995
purchase-only,monthly,New England Division,117.53,45213.48,2.193,4.217,-2.976,01/04/99,1335.180054
purchase-only,monthly,New England Division,118.59,45213.48,2.193,4.217,-2.976,01/05/99,1301.839966
purchase-only,monthly,New England Division,119.45,45213.48,2.193,4.217,-2.976,01/06/99,1372.709961
purchase-only,monthly,New England Division,120.67,45213.48,2.193,4.217,-2.976,01/07/99,1328.719971
purchase-only,monthly,New England Division,121.74,45213.48,2.193,4.217,-2.976,01/08/99,1320.410034
purchase-only,monthly,New England Division,122.77,45213.48,2.193,4.217,-2.976,01/09/99,1282.709961
purchase-only,monthly,New England Division,123.39,45213.48,2.193,4.217,-2.976,01/10/99,1362.930054
purchase-only,monthly,New England Division,124.02,45213.48,2.193,4.217,-2.976,01/11/99,1388.910034
purchase-only,monthly,New England Division,126.01,45213.48,2.193,4.217,-2.976,01/12/99,1469.25
purchase-only,monthly,New England Division,127.37,46539.99,3.367,3.967,-3.921,01/01/00,1394.459961
purchase-only,monthly,New England Division,127.43,46539.99,3.367,3.967,-3.921,01/02/00,1366.420044
purchase-only,monthly,New England Division,129.34,46539.99,3.367,3.967,-3.921,01/03/00,1498.579956
purchase-only,monthly,New England Division,130.56,46539.99,3.367,3.967,-3.921,01/04/00,1452.430054
purchase-only,monthly,New England Division,132.2,46539.99,3.367,3.967,-3.921,01/05/00,1420.599976
purchase-only,monthly,New England Division,134.09,46539.99,3.367,3.967,-3.921,01/06/00,1454.599976
purchase-only,monthly,New England Division,134.71,46539.99,3.367,3.967,-3.921,01/07/00,1430.829956
purchase-only,monthly,New England Division,135.7,46539.99,3.367,3.967,-3.921,01/08/00,1517.680054
purchase-only,monthly,New England Division,137.25,46539.99,3.367,3.967,-3.921,01/09/00,1436.51001
purchase-only,monthly,New England Division,139.09,46539.99,3.367,3.967,-3.921,01/10/00,1429.400024
purchase-only,monthly,New England Division,139.67,46539.99,3.367,3.967,-3.921,01/11/00,1314.949951
purchase-only,monthly,New England Division,141.49,46539.99,3.367,3.967,-3.921,01/12/00,1320.280029
purchase-only,monthly,New England Division,142.92,46503.1,2.817,4.742,-3.724,01/01/01,1366.01001
purchase-only,monthly,New England Division,144.88,46503.1,2.817,4.742,-3.724,01/02/01,1239.939941
purchase-only,monthly,New England Division,146.05,46503.1,2.817,4.742,-3.724,01/03/01,1160.329956
purchase-only,monthly,New England Division,147.19,46503.1,2.817,4.742,-3.724,01/04/01,1249.459961
purchase-only,monthly,New England Division,149.34,46503.1,2.817,4.742,-3.724,01/05/01,1255.819946
purchase-only,monthly,New England Division,150.29,46503.1,2.817,4.742,-3.724,01/06/01,1224.380005
purchase-only,monthly,New England Division,151.76,46503.1,2.817,4.742,-3.724,01/07/01,1211.22998
purchase-only,monthly,New England Division,153.96,46503.1,2.817,4.742,-3.724,01/08/01,1133.579956
purchase-only,monthly,New England Division,154.61,46503.1,2.817,4.742,-3.724,01/09/01,1040.939941
purchase-only,monthly,New England Division,155.66,46503.1,2.817,4.742,-3.724,01/10/01,1059.780029
purchase-only,monthly,New England Division,156.68,46503.1,2.817,4.742,-3.724,01/11/01,1139.449951
purchase-only,monthly,New England Division,158.82,46503.1,2.817,4.742,-3.724,01/12/01,1148.079956
purchase-only,monthly,New England Division,160.3,46831.46,1.596,5.783,-4.173,01/01/02,1130.199951
purchase-only,monthly,New England Division,162.34,46831.46,1.596,5.783,-4.173,01/02/02,1106.72998
purchase-only,monthly,New England Division,162.52,46831.46,1.596,5.783,-4.173,01/03/02,1147.390015
purchase-only,monthly,New England Division,165.49,46831.46,1.596,5.783,-4.173,01/04/02,1076.920044
purchase-only,monthly,New England Division,167.04,46831.46,1.596,5.783,-4.173,01/05/02,1067.140015
purchase-only,monthly,New England Division,169.42,46831.46,1.596,5.783,-4.173,01/06/02,989.8200073
purchase-only,monthly,New England Division,172.18,46831.46,1.596,5.783,-4.173,01/07/02,911.6199951
purchase-only,monthly,New England Division,173.2,46831.46,1.596,5.783,-4.173,01/08/02,916.0700073
purchase-only,monthly,New England Division,174.58,46831.46,1.596,5.783,-4.173,01/09/02,815.2800293
purchase-only,monthly,New England Division,176.56,46831.46,1.596,5.783,-4.173,01/10/02,885.7600098
purchase-only,monthly,New England Division,178.62,46831.46,1.596,5.783,-4.173,01/11/02,936.3099976
purchase-only,monthly,New England Division,179.57,46831.46,1.596,5.783,-4.173,01/12/02,879.8200073
purchase-only,monthly,New England Division,181.37,47691.56,2.298,5.992,-4.559,01/01/03,855.7000122
purchase-only,monthly,New England Division,182.26,47691.56,2.298,5.992,-4.559,01/02/03,841.1500244
purchase-only,monthly,New England Division,182.88,47691.56,2.298,5.992,-4.559,01/03/03,848.1799927
purchase-only,monthly,New England Division,185.45,47691.56,2.298,5.992,-4.559,01/04/03,916.9199829
purchase-only,monthly,New England Division,185.8,47691.56,2.298,5.992,-4.559,01/05/03,963.5900269
purchase-only,monthly,New England Division,187.68,47691.56,2.298,5.992,-4.559,01/06/03,974.5
purchase-only,monthly,New England Division,188.13,47691.56,2.298,5.992,-4.559,01/07/03,990.3099976
purchase-only,monthly,New England Division,190.55,47691.56,2.298,5.992,-4.559,01/08/03,1008.01001
purchase-only,monthly,New England Division,193.61,47691.56,2.298,5.992,-4.559,01/09/03,995.9699707
purchase-only,monthly,New England Division,195.05,47691.56,2.298,5.992,-4.559,01/10/03,1050.709961
purchase-only,monthly,New England Division,197.52,47691.56,2.298,5.992,-4.559,01/11/03,1058.199951
purchase-only,monthly,New England Division,199.73,47691.56,2.298,5.992,-4.559,01/12/03,1111.920044
purchase-only,monthly,New England Division,200.59,49080.56,2.668,5.542,-5.205,01/01/04,1131.130005
purchase-only,monthly,New England Division,201.91,49080.56,2.668,5.542,-5.205,01/02/04,1144.939941
purchase-only,monthly,New England Division,203.04,49080.56,2.668,5.542,-5.205,01/03/04,1126.209961
purchase-only,monthly,New England Division,205.35,49080.56,2.668,5.542,-5.205,01/04/04,1107.300049
purchase-only,monthly,New England Division,206.98,49080.56,2.668,5.542,-5.205,01/05/04,1120.680054
purchase-only,monthly,New England Division,210.08,49080.56,2.668,5.542,-5.205,01/06/04,1140.839966
purchase-only,monthly,New England Division,211.93,49080.56,2.668,5.542,-5.205,01/07/04,1101.719971
purchase-only,monthly,New England Division,213.37,49080.56,2.668,5.542,-5.205,01/08/04,1104.23999
purchase-only,monthly,New England Division,215.57,49080.56,2.668,5.542,-5.205,01/09/04,1114.579956
purchase-only,monthly,New England Division,216.97,49080.56,2.668,5.542,-5.205,01/10/04,1130.199951
purchase-only,monthly,New England Division,217.18,49080.56,2.668,5.542,-5.205,01/11/04,1173.819946
purchase-only,monthly,New England Division,219.65,49080.56,2.668,5.542,-5.205,01/12/04,1211.920044
purchase-only,monthly,New England Division,221.44,50322.52,3.366,5.083,-5.746,01/01/05,1181.27002
purchase-only,monthly,New England Division,224.03,50322.52,3.366,5.083,-5.746,01/02/05,1203.599976
purchase-only,monthly,New England Division,224.47,50322.52,3.366,5.083,-5.746,01/03/05,1180.589966
purchase-only,monthly,New England Division,225.86,50322.52,3.366,5.083,-5.746,01/04/05,1156.849976
purchase-only,monthly,New England Division,228.22,50322.52,3.366,5.083,-5.746,01/05/05,1191.5
purchase-only,monthly,New England Division,227.58,50322.52,3.366,5.083,-5.746,01/06/05,1191.329956
purchase-only,monthly,New England Division,229.67,50322.52,3.366,5.083,-5.746,01/07/05,1234.180054
purchase-only,monthly,New England Division,230.42,50322.52,3.366,5.083,-5.746,01/08/05,1220.329956
purchase-only,monthly,New England Division,231.95,50322.52,3.366,5.083,-5.746,01/09/05,1228.810059
purchase-only,monthly,New England Division,231.87,50322.52,3.366,5.083,-5.746,01/10/05,1207.01001
purchase-only,monthly,New England Division,232.92,50322.52,3.366,5.083,-5.746,01/11/05,1249.47998
purchase-only,monthly,New England Division,230.77,50322.52,3.366,5.083,-5.746,01/12/05,1248.290039
purchase-only,monthly,New England Division,231.9,51235.84,3.222,4.608,-5.911,01/01/06,1280.079956
purchase-only,monthly,New England Division,232.66,51235.84,3.222,4.608,-5.911,01/02/06,1280.660034
purchase-only,monthly,New England Division,232.03,51235.84,3.222,4.608,-5.911,01/03/06,1294.869995
purchase-only,monthly,New England Division,231.2,51235.84,3.222,4.608,-5.911,01/04/06,1310.609985
purchase-only,monthly,New England Division,231.38,51235.84,3.222,4.608,-5.911,01/05/06,1270.089966
purchase-only,monthly,New England Division,230.78,51235.84,3.222,4.608,-5.911,01/06/06,1270.199951
purchase-only,monthly,New England Division,229.78,51235.84,3.222,4.608,-5.911,01/07/06,1276.660034
purchase-only,monthly,New England Division,229.08,51235.84,3.222,4.608,-5.911,01/08/06,1303.819946
purchase-only,monthly,New England Division,227.76,51235.84,3.222,4.608,-5.911,01/09/06,1335.849976
purchase-only,monthly,New England Division,227.28,51235.84,3.222,4.608,-5.911,01/10/06,1377.939941
purchase-only,monthly,New England Division,227.91,51235.84,3.222,4.608,-5.911,01/11/06,1400.630005
purchase-only,monthly,New England Division,226.67,51235.84,3.222,4.608,-5.911,01/12/06,1418.300049
purchase-only,monthly,New England Division,227.72,51751.28,2.871,4.617,-5.089,01/01/07,1438.23999
purchase-only,monthly,New England Division,226.55,51751.28,2.871,4.617,-5.089,01/02/07,1406.819946
purchase-only,monthly,New England Division,227.78,51751.28,2.871,4.617,-5.089,01/03/07,1420.859985
purchase-only,monthly,New England Division,227.52,51751.28,2.871,4.617,-5.089,01/04/07,1482.369995
purchase-only,monthly,New England Division,227.78,51751.28,2.871,4.617,-5.089,01/05/07,1530.619995
purchase-only,monthly,New England Division,225.36,51751.28,2.871,4.617,-5.089,01/06/07,1503.349976
purchase-only,monthly,New England Division,224.76,51751.28,2.871,4.617,-5.089,01/07/07,1455.27002
purchase-only,monthly,New England Division,225.17,51751.28,2.871,4.617,-5.089,01/08/07,1473.98999
purchase-only,monthly,New England Division,223.12,51751.28,2.871,4.617,-5.089,01/09/07,1526.75
purchase-only,monthly,New England Division,222.28,51751.28,2.871,4.617,-5.089,01/10/07,1549.380005
purchase-only,monthly,New England Division,221.12,51751.28,2.871,4.617,-5.089,01/11/07,1481.140015
purchase-only,monthly,New England Division,221.03,51751.28,2.871,4.617,-5.089,01/12/07,1468.359985
purchase-only,monthly,New England Division,219.62,51335.91,3.815,5.8,-4.716,01/01/08,1378.550049
purchase-only,monthly,New England Division,220.95,51335.91,3.815,5.8,-4.716,01/02/08,1330.630005
purchase-only,monthly,New England Division,217.36,51335.91,3.815,5.8,-4.716,01/03/08,1322.699951
purchase-only,monthly,New England Division,215.79,51335.91,3.815,5.8,-4.716,01/04/08,1385.589966
purchase-only,monthly,New England Division,213.17,51335.91,3.815,5.8,-4.716,01/05/08,1400.380005
purchase-only,monthly,New England Division,212.82,51335.91,3.815,5.8,-4.716,01/06/08,1280.0
purchase-only,monthly,New England Division,211.47,51335.91,3.815,5.8,-4.716,01/07/08,1267.380005
purchase-only,monthly,New England Division,209.94,51335.91,3.815,5.8,-4.716,01/08/08,1282.829956
purchase-only,monthly,New England Division,208.39,51335.91,3.815,5.8,-4.716,01/09/08,1166.359985
purchase-only,monthly,New England Division,208.86,51335.91,3.815,5.8,-4.716,01/10/08,968.75
purchase-only,monthly,New England Division,205.78,51335.91,3.815,5.8,-4.716,01/11/08,896.2399902
purchase-only,monthly,New England Division,205.39,51335.91,3.815,5.8,-4.716,01/12/08,903.25
purchase-only,monthly,New England Division,207.63,49569.21,-0.32,9.283,-2.623,01/01/09,825.8800049
purchase-only,monthly,New England Division,212.04,49569.21,-0.32,9.283,-2.623,01/02/09,735.0900269
purchase-only,monthly,New England Division,207.34,49569.21,-0.32,9.283,-2.623,01/03/09,797.8699951
purchase-only,monthly,New England Division,207.45,49569.21,-0.32,9.283,-2.623,01/04/09,872.8099976
purchase-only,monthly,New England Division,204.09,49569.21,-0.32,9.283,-2.623,01/05/09,919.1400146
purchase-only,monthly,New England Division,204.21,49569.21,-0.32,9.283,-2.623,01/06/09,919.3200073
purchase-only,monthly,New England Division,204.4,49569.21,-0.32,9.283,-2.623,01/07/09,987.4799805
purchase-only,monthly,New England Division,203.01,49569.21,-0.32,9.283,-2.623,01/08/09,1020.619995
purchase-only,monthly,New England Division,203.38,49569.21,-0.32,9.283,-2.623,01/09/09,1057.079956
purchase-only,monthly,New England Division,203.5,49569.21,-0.32,9.283,-2.623,01/10/09,1036.189941
purchase-only,monthly,New England Division,203.24,49569.21,-0.32,9.283,-2.623,01/11/09,1095.630005
purchase-only,monthly,New England Division,203.5,49569.21,-0.32,9.283,-2.623,01/12/09,1115.099976
purchase-only,monthly,New England Division,202.0,50523.5,1.637,9.608,-2.871,01/01/10,1073.869995
purchase-only,monthly,New England Division,201.35,50523.5,1.637,9.608,-2.871,01/02/10,1104.48999
purchase-only,monthly,New England Division,201.62,50523.5,1.637,9.608,-2.871,01/03/10,1169.430054
purchase-only,monthly,New England Division,199.65,50523.5,1.637,9.608,-2.871,01/04/10,1186.689941
purchase-only,monthly,New England Division,201.33,50523.5,1.637,9.608,-2.871,01/05/10,1089.410034
purchase-only,monthly,New England Division,200.54,50523.5,1.637,9.608,-2.871,01/06/10,1030.709961
purchase-only,monthly,New England Division,200.05,50523.5,1.637,9.608,-2.871,01/07/10,1101.599976
purchase-only,monthly,New England Division,200.85,50523.5,1.637,9.608,-2.871,01/08/10,1049.329956
purchase-only,monthly,New England Division,199.19,50523.5,1.637,9.608,-2.871,01/09/10,1141.199951
purchase-only,monthly,New England Division,199.69,50523.5,1.637,9.608,-2.871,01/10/10,1183.26001
purchase-only,monthly,New England Division,198.91,50523.5,1.637,9.608,-2.871,01/11/10,1180.550049
purchase-only,monthly,New England Division,197.89,50523.5,1.637,9.608,-2.871,01/12/10,1257.640015
purchase-only,monthly,New England Division,199.73,50943.53,3.14,8.933,-2.919,01/01/11,1286.119995
purchase-only,monthly,New England Division,195.43,50943.53,3.14,8.933,-2.919,01/02/11,1327.219971
purchase-only,monthly,New England Division,192.67,50943.53,3.14,8.933,-2.919,01/03/11,1325.829956
purchase-only,monthly,New England Division,195.91,50943.53,3.14,8.933,-2.919,01/04/11,1363.609985
purchase-only,monthly,New England Division,194.28,50943.53,3.14,8.933,-2.919,01/05/11,1345.199951
purchase-only,monthly,New England Division,194.86,50943.53,3.14,8.933,-2.919,01/06/11,1320.640015
purchase-only,monthly,New England Division,193.54,50943.53,3.14,8.933,-2.919,01/07/11,1292.280029
purchase-only,monthly,New England Division,193.17,50943.53,3.14,8.933,-2.919,01/08/11,1218.890015
purchase-only,monthly,New England Division,194.69,50943.53,3.14,8.933,-2.919,01/09/11,1131.420044
purchase-only,monthly,New England Division,194.0,50943.53,3.14,8.933,-2.919,01/10/11,1253.300049
purchase-only,monthly,New England Division,194.05,50943.53,3.14,8.933,-2.919,01/11/11,1246.959961
purchase-only,monthly,New England Division,194.86,50943.53,3.14,8.933,-2.919,01/12/11,1257.599976
purchase-only,monthly,New England Division,192.81,51736.82,2.073,8.075,-2.573,01/01/12,1312.410034
purchase-only,monthly,New England Division,193.56,51736.82,2.073,8.075,-2.573,01/02/12,1365.680054
purchase-only,monthly,New England Division,192.98,51736.82,2.073,8.075,-2.573,01/03/12,1408.469971
purchase-only,monthly,New England Division,191.83,51736.82,2.073,8.075,-2.573,01/04/12,1397.910034
purchase-only,monthly,New England Division,192.94,51736.82,2.073,8.075,-2.573,01/05/12,1310.329956
purchase-only,monthly,New England Division,193.21,51736.82,2.073,8.075,-2.573,01/06/12,1362.160034
purchase-only,monthly,New England Division,193.11,51736.82,2.073,8.075,-2.573,01/07/12,1379.319946
purchase-only,monthly,New England Division,194.33,51736.82,2.073,8.075,-2.573,01/08/12,1406.579956
purchase-only,monthly,New England Division,194.59,51736.82,2.073,8.075,-2.573,01/09/12,1440.670044
purchase-only,monthly,New England Division,194.07,51736.82,2.073,8.075,-2.573,01/10/12,1412.160034
purchase-only,monthly,New England Division,196.1,51736.82,2.073,8.075,-2.573,01/11/12,1416.180054
purchase-only,monthly,New England Division,196.86,51736.82,2.073,8.075,-2.573,01/12/12,1426.189941
purchase-only,monthly,New England Division,196.57,52329.15,1.466,7.358,-2.016,01/01/13,1498.109985
purchase-only,monthly,New England Division,197.38,52329.15,1.466,7.358,-2.016,01/02/13,1514.680054
purchase-only,monthly,New England Division,199.71,52329.15,1.466,7.358,-2.016,01/03/13,1569.189941
purchase-only,monthly,New England Division,198.38,52329.15,1.466,7.358,-2.016,01/04/13,1597.569946
purchase-only,monthly,New England Division,199.89,52329.15,1.466,7.358,-2.016,01/05/13,1630.73999
purchase-only,monthly,New England Division,200.17,52329.15,1.466,7.358,-2.016,01/06/13,1606.280029
purchase-only,monthly,New England Division,201.61,52329.15,1.466,7.358,-2.016,01/07/13,1685.72998
purchase-only,monthly,New England Division,202.15,52329.15,1.466,7.358,-2.016,01/08/13,1632.969971
purchase-only,monthly,New England Division,201.25,52329.15,1.466,7.358,-2.016,01/09/13,1681.550049
